mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000009,2022-04-28T05:05:52.000Z,0,0.1557,0.5868,9.9323,Infinity,Infinity,Infinity
,,1090.625,0.182,0.1868,0.1677,0.0266,0.0273,0.0245
,,1093.75,0.0072,0.3305,0.091,0.001,0.0481,0.0132
,,1096.875,0.1198,0.1964,0.0695,0.0174,0.0285,0.0101
,,1100,0.1437,0.0814,0.1581,0.0208,0.0118,0.0229
,,1103.125,0.0551,0.0527,0.1509,0.0079,0.0076,0.0218
,,1106.25,0.0934,0.1102,0.1485,0.0134,0.0159,0.0214
,,1109.375,0.1245,0.2443,0.1581,0.0179,0.035,0.0227
,,1112.5,0.0431,0.024,0.0575,0.0062,0.0034,0.0082
,,1115.625,0.0982,0.1605,0.0647,0.014,0.0229,0.0092
,,1118.75,0.1677,0.1365,0.182,0.0239,0.0194,0.0259
,,1121.875,0.1724,NaN,0.2395,0.0245,NaN,0.034
,,1125,0.1341,NaN,0.1461,0.019,NaN,0.0207
,,1128.125,0.103,NaN,0.0192,0.0145,NaN,0.0027
,,1131.25,0.0072,NaN,0.0982,0.001,NaN,0.0138
,,1134.375,0.0383,NaN,0.1509,0.0054,NaN,0.0212
,,1137.5,0.0431,NaN,0.1485,0.006,NaN,0.0208
,,1140.625,0.1341,NaN,0.1269,0.0187,NaN,0.0177
,,1143.75,0.0527,NaN,0.0814,0.0073,NaN,0.0113
,,1146.875,0.103,NaN,0.1269,0.0143,NaN,0.0176
,,1150,0.1054,NaN,0.1269,0.0146,NaN,0.0176
,,1153.125,0.0527,NaN,0.0934,0.0073,NaN,0.0129
,,1156.25,0.0695,NaN,0.0814,0.0096,NaN,0.0112
,,1159.375,0.1198,NaN,0.2156,0.0164,NaN,0.0296
,,1162.5,0.0263,NaN,0.0814,0.0036,NaN,0.0111
,,1165.625,0.1653,NaN,0.0719,0.0226,NaN,0.0098
,,1168.75,0.1006,NaN,0.1653,0.0137,NaN,0.0225
,,1171.875,0.1102,NaN,0.2036,0.015,NaN,0.0277
,,1175,0.1126,NaN,0.0742,0.0153,NaN,0.0101
,,1178.125,0.0671,NaN,0.1724,0.0091,NaN,0.0233
,,1181.25,0.0766,NaN,0.1078,0.0103,NaN,0.0145
,,1184.375,0.2227,NaN,0.2036,0.0299,NaN,0.0274
,,1187.5,0.0766,NaN,0.1198,0.0103,NaN,0.0161
