mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000004,2022-04-28T03:15:47.000Z,0,4.0045,NaN,NaN,Infinity,NaN,NaN
,,3.125,0.4646,NaN,NaN,23.6619,NaN,NaN
,,6.25,0.024,NaN,NaN,0.6112,NaN,NaN
,,9.375,0.2994,NaN,NaN,5.0828,NaN,NaN
,,12.5,0.1485,NaN,NaN,1.8908,NaN,NaN
,,15.625,0.6562,NaN,NaN,6.684,NaN,NaN
,,18.75,0.0455,NaN,NaN,0.3862,NaN,NaN
,,21.875,0.273,NaN,NaN,1.9863,NaN,NaN
,,25,0.0335,NaN,NaN,0.2133,NaN,NaN
,,28.125,1.0347,NaN,NaN,5.8552,NaN,NaN
,,31.25,NaN,NaN,NaN,NaN,NaN,NaN
,,34.375,NaN,NaN,NaN,NaN,NaN,NaN
,,37.5,NaN,NaN,NaN,NaN,NaN,NaN
,,40.625,NaN,NaN,NaN,NaN,NaN,NaN
,,43.75,NaN,NaN,NaN,NaN,NaN,NaN
,,46.875,NaN,NaN,NaN,NaN,NaN,NaN
,,50,NaN,NaN,NaN,NaN,NaN,NaN
,,53.125,NaN,NaN,NaN,NaN,NaN,NaN
,,56.25,NaN,NaN,NaN,NaN,NaN,NaN
,,59.375,NaN,NaN,NaN,NaN,NaN,NaN
,,62.5,NaN,NaN,NaN,NaN,NaN,NaN
,,65.625,NaN,NaN,NaN,NaN,NaN,NaN
,,68.75,NaN,NaN,NaN,NaN,NaN,NaN
,,71.875,NaN,NaN,NaN,NaN,NaN,NaN
,,75,NaN,NaN,NaN,NaN,NaN,NaN
,,78.125,NaN,NaN,NaN,NaN,NaN,NaN
,,81.25,NaN,NaN,NaN,NaN,NaN,NaN
,,84.375,NaN,NaN,NaN,NaN,NaN,NaN
,,87.5,NaN,NaN,NaN,NaN,NaN,NaN
,,90.625,NaN,NaN,NaN,NaN,NaN,NaN
,,93.75,NaN,NaN,NaN,NaN,NaN,NaN
,,96.875,NaN,NaN,NaN,NaN,NaN,NaN
,,100,NaN,NaN,NaN,NaN,NaN,NaN
,,103.125,0.4143,NaN,NaN,0.6394,NaN,NaN
,,106.25,0.3042,NaN,NaN,0.4557,NaN,NaN
,,109.375,0.1485,NaN,NaN,0.2161,NaN,NaN
,,112.5,0.0503,NaN,NaN,0.0712,NaN,NaN
,,115.625,0.2754,NaN,NaN,0.3791,NaN,NaN
,,118.75,0.1988,NaN,NaN,0.2664,NaN,NaN
,,121.875,0.1437,NaN,NaN,0.1877,NaN,NaN
,,125,0.0647,NaN,NaN,0.0824,NaN,NaN
,,128.125,0.3593,NaN,NaN,0.4463,NaN,NaN
,,131.25,0.2778,NaN,0.3952,0.3369,NaN,0.4792
,,134.375,0.7329,NaN,0.6203,0.8681,NaN,0.7347
,,137.5,NaN,NaN,0.0958,NaN,NaN,0.1109
,,140.625,NaN,NaN,0.1413,NaN,NaN,0.1599
,,143.75,NaN,NaN,0.194,NaN,NaN,0.2148
,,146.875,NaN,NaN,0.1677,NaN,NaN,0.1817
,,150,NaN,NaN,0.0766,NaN,NaN,0.0813
,,153.125,NaN,NaN,0.1772,NaN,NaN,0.1842
,,156.25,NaN,NaN,0.0934,NaN,NaN,0.0951
,,159.375,NaN,NaN,0.273,NaN,NaN,0.2726
,,162.5,NaN,NaN,0.0479,NaN,NaN,0.0469
,,165.625,NaN,NaN,0.079,NaN,NaN,0.0759
,,168.75,NaN,NaN,0.0742,NaN,NaN,0.07
,,171.875,NaN,NaN,0.0527,NaN,NaN,0.0488
,,175,NaN,NaN,0.2371,NaN,NaN,0.2156
,,178.125,NaN,NaN,0.1006,NaN,NaN,0.0899
,,181.25,NaN,NaN,0.1461,NaN,NaN,0.1283
,,184.375,NaN,NaN,0.3688,NaN,NaN,0.3184
,,187.5,NaN,NaN,0.2108,NaN,NaN,0.1789
,,190.625,NaN,NaN,0.1629,NaN,NaN,0.136
,,193.75,NaN,NaN,0.0551,NaN,NaN,0.0453
,,196.875,NaN,NaN,0.2227,NaN,NaN,0.18
,,200,NaN,NaN,0.0671,NaN,NaN,0.0534
,,203.125,NaN,NaN,NaN,NaN,NaN,NaN
,,206.25,NaN,NaN,NaN,NaN,NaN,NaN
,,209.375,NaN,NaN,NaN,NaN,NaN,NaN
,,212.5,NaN,NaN,NaN,NaN,NaN,NaN
,,215.625,NaN,NaN,NaN,NaN,NaN,NaN
,,218.75,NaN,NaN,NaN,NaN,NaN,NaN
,,221.875,NaN,NaN,NaN,NaN,NaN,NaN
,,225,NaN,NaN,NaN,NaN,NaN,NaN
,,228.125,NaN,NaN,NaN,NaN,NaN,NaN
,,231.25,NaN,NaN,NaN,NaN,NaN,NaN
,,234.375,NaN,NaN,NaN,NaN,NaN,NaN
,,237.5,NaN,NaN,NaN,NaN,NaN,NaN
,,240.625,NaN,NaN,NaN,NaN,NaN,NaN
,,243.75,NaN,NaN,NaN,NaN,NaN,NaN
,,246.875,NaN,NaN,NaN,NaN,NaN,NaN
,,250,NaN,NaN,NaN,NaN,NaN,NaN
,,253.125,NaN,NaN,NaN,NaN,NaN,NaN
,,256.25,NaN,NaN,NaN,NaN,NaN,NaN
,,259.375,NaN,NaN,NaN,NaN,NaN,NaN
,,262.5,NaN,NaN,NaN,NaN,NaN,NaN
,,265.625,NaN,NaN,NaN,NaN,NaN,NaN
,,268.75,NaN,NaN,NaN,NaN,NaN,NaN
,,271.875,NaN,NaN,NaN,NaN,NaN,NaN
,,275,NaN,NaN,NaN,NaN,NaN,NaN
,,278.125,NaN,NaN,NaN,NaN,NaN,NaN
,,281.25,NaN,NaN,NaN,NaN,NaN,NaN
,,284.375,NaN,NaN,NaN,NaN,NaN,NaN
,,287.5,NaN,NaN,NaN,NaN,NaN,NaN
,,290.625,NaN,NaN,NaN,NaN,NaN,NaN
,,293.75,NaN,NaN,NaN,NaN,NaN,NaN
,,296.875,NaN,NaN,NaN,NaN,NaN,NaN
,,300,NaN,NaN,NaN,NaN,NaN,NaN
,,303.125,NaN,NaN,NaN,NaN,NaN,NaN
,,306.25,NaN,NaN,NaN,NaN,NaN,NaN
,,309.375,NaN,NaN,0,NaN,NaN,0
,,312.5,NaN,NaN,0.0695,NaN,NaN,0.0354
,,315.625,NaN,NaN,0.1317,NaN,NaN,0.0664
,,318.75,NaN,NaN,0.1245,NaN,NaN,0.0622
,,321.875,NaN,NaN,0.3233,NaN,NaN,0.1599
,,325,NaN,NaN,0.1868,NaN,NaN,0.0915
,,328.125,NaN,NaN,0.1269,NaN,NaN,0.0616
,,331.25,NaN,NaN,0.103,NaN,NaN,0.0495
