mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000005,2022-04-28T03:17:27.000Z,0,0.3401,NaN,NaN,Infinity,NaN,NaN
,,3.125,0.2036,NaN,NaN,10.3693,NaN,NaN
,,6.25,0.0263,NaN,NaN,0.6697,NaN,NaN
,,9.375,0.1365,0.3377,NaN,2.3173,5.733,NaN
,,12.5,0.0934,0.1006,NaN,1.1892,1.2809,NaN
,,15.625,0.2515,0.5413,NaN,2.5618,5.5136,NaN
,,18.75,0.0886,0.0814,NaN,0.7521,0.6909,NaN
,,21.875,0.1629,0.2659,NaN,1.1852,1.9346,NaN
,,25,0.0383,0.0647,NaN,0.2438,0.4119,NaN
,,28.125,0.4383,0.9245,NaN,2.4803,5.2316,NaN
,,31.25,NaN,0.1293,NaN,NaN,0.6585,NaN
,,34.375,NaN,0.2994,NaN,NaN,1.3862,NaN
,,37.5,NaN,0.2467,NaN,NaN,1.047,NaN
,,40.625,NaN,3.0465,NaN,NaN,11.9352,NaN
,,43.75,NaN,NaN,NaN,NaN,NaN,NaN
,,46.875,NaN,NaN,NaN,NaN,NaN,NaN
,,50,NaN,NaN,NaN,NaN,NaN,NaN
,,53.125,NaN,NaN,NaN,NaN,NaN,NaN
,,56.25,NaN,NaN,NaN,NaN,NaN,NaN
,,59.375,NaN,NaN,NaN,NaN,NaN,NaN
,,62.5,NaN,NaN,NaN,NaN,NaN,NaN
,,65.625,0,NaN,NaN,0,NaN,NaN
,,68.75,0.1054,NaN,NaN,0.244,NaN,NaN
,,71.875,0.0431,NaN,NaN,0.0954,NaN,NaN
,,75,0.103,NaN,NaN,0.2186,NaN,NaN
,,78.125,0.2491,NaN,NaN,0.5075,NaN,NaN
,,81.25,0.2395,NaN,NaN,0.4691,NaN,NaN
,,84.375,0.1796,NaN,NaN,0.3388,NaN,NaN
,,87.5,0.2539,NaN,NaN,0.4618,NaN,NaN
,,90.625,0.2682,NaN,NaN,0.471,NaN,NaN
,,93.75,0.6059,NaN,0,1.0286,NaN,0
,,96.875,0.2802,NaN,0.1557,0.4603,NaN,0.2558
,,100,0.3042,NaN,0.1892,0.4841,NaN,0.3011
,,103.125,NaN,NaN,0.103,NaN,NaN,0.159
,,106.25,NaN,NaN,0.1078,NaN,NaN,0.1615
,,109.375,NaN,NaN,0.1724,NaN,NaN,0.2509
,,112.5,NaN,NaN,0.1198,NaN,NaN,0.1695
,,115.625,NaN,0,0.1174,NaN,0,0.1616
,,118.75,NaN,0.0048,0.1581,NaN,0.0064,0.2119
,,121.875,NaN,0.1772,0.2251,NaN,0.2314,0.294
,,125,NaN,0.0814,0.1221,NaN,0.1036,0.1555
,,128.125,NaN,0.1293,0.2443,NaN,0.1606,0.3035
,,131.25,NaN,0.1269,0.1581,NaN,0.1539,0.1917
,,134.375,NaN,0.7113,1.2598,NaN,0.8425,1.4921
,,137.5,0,0.2323,0.2611,0,0.2689,0.3022
,,140.625,0.4024,0.2275,0.0766,0.4554,0.2575,0.0867
,,143.75,0.3329,0.1605,0.2611,0.3686,0.1777,0.2891
,,146.875,0.103,0.1796,0.0263,0.1116,0.1946,0.0285
,,150,0.297,0.1796,0.3161,0.3151,0.1906,0.3354
,,153.125,0.4862,NaN,0.3185,0.5053,NaN,0.331
,,156.25,0.685,NaN,0.5317,0.6977,NaN,0.5416
,,159.375,0.1102,NaN,0.0766,0.11,NaN,0.0765
,,162.5,0.661,NaN,0.0982,0.6474,NaN,0.0962
,,165.625,0.1485,NaN,0.0934,0.1427,NaN,0.0898
,,168.75,0.1988,NaN,0.2299,0.1875,NaN,0.2168
,,171.875,0.103,NaN,0.1221,0.0954,NaN,0.1131
,,175,NaN,NaN,0.3521,NaN,NaN,0.3202
,,178.125,NaN,NaN,0.2563,NaN,NaN,0.229
,,181.25,NaN,NaN,0.1772,NaN,NaN,0.1556
,,184.375,NaN,NaN,0.1964,NaN,NaN,0.1695
,,187.5,NaN,0.0024,0.6922,NaN,0.002,0.5876
,,190.625,NaN,0.1461,0.1629,NaN,0.122,0.136
,,193.75,NaN,0.1557,0.2108,NaN,0.1279,0.1732
,,196.875,NaN,0.0695,0.2084,NaN,0.0562,0.1685
,,200,NaN,0.3784,0.2467,NaN,0.3011,0.1963
,,203.125,NaN,0.1892,0.1868,NaN,0.1482,0.1464
