mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000004,2022-04-27T03:27:07.000Z,0,3.8848,NaN,8.924,Infinity,NaN,Infinity
,,393.75,0.0431,0.024,NaN,0.0174,0.0097,NaN
,,395.3125,0.0048,0.0144,NaN,0.0019,0.0058,NaN
,,396.875,0.0168,0.0431,NaN,0.0067,0.0173,NaN
,,398.4375,0.0455,0.0072,NaN,0.0182,0.0029,NaN
,,400,0.0144,NaN,NaN,0.0057,NaN,NaN
,,401.5625,0.0263,NaN,NaN,0.0104,NaN,NaN
,,403.125,0.0072,NaN,NaN,0.0028,NaN,NaN
,,404.6875,0.0144,NaN,NaN,0.0057,NaN,NaN
,,406.25,0.0431,NaN,0,0.0169,NaN,0
,,407.8125,0.0431,NaN,0.0479,0.0168,NaN,0.0187
,,409.375,0.0335,NaN,0.0479,0.013,NaN,0.0186
,,410.9375,NaN,NaN,0.0144,NaN,NaN,0.0056
,,412.5,NaN,NaN,0.0287,NaN,NaN,0.0111
,,414.0625,NaN,NaN,0.0192,NaN,NaN,0.0074
,,415.625,NaN,NaN,0.0144,NaN,NaN,0.0055
,,417.1875,NaN,0,0.0192,NaN,0,0.0073
,,418.75,NaN,0.0311,0.0072,NaN,0.0118,0.0027
,,420.3125,NaN,0.0144,0.0144,NaN,0.0055,0.0055
,,421.875,NaN,0.0192,0.0455,NaN,0.0072,0.0172
,,423.4375,NaN,0.012,0.0192,NaN,0.0045,0.0072
,,425,NaN,0.0263,0.0192,NaN,0.0098,0.0072
,,426.5625,NaN,0.0072,0.0072,NaN,0.0027,0.0027
,,428.125,0,0,0.012,0,0,0.0045
,,429.6875,0.024,0.0263,0.0072,0.0089,0.0097,0.0027
,,431.25,0.0335,0.0072,0.0335,0.0124,0.0027,0.0124
,,432.8125,0.0287,0.024,0.012,0.0106,0.0088,0.0044
,,434.375,0.012,0.0072,0.024,0.0044,0.0026,0.0088
,,435.9375,0.012,NaN,0.0168,0.0044,NaN,0.0061
,,437.5,0.0216,NaN,0.0216,0.0079,NaN,0.0079
,,439.0625,0.0263,NaN,0.0263,0.0095,NaN,0.0095
,,440.625,0.0431,NaN,0.0335,0.0156,NaN,0.0121
,,442.1875,0.0671,NaN,0.0144,0.0242,NaN,0.0052
,,443.75,0.0431,NaN,0.012,0.0155,NaN,0.0043
,,445.3125,0.0407,NaN,0.0168,0.0145,NaN,0.006
,,446.875,0.0335,NaN,0.0287,0.0119,NaN,0.0102
,,448.4375,0.0335,NaN,0.0144,0.0119,NaN,0.0051
,,450,0.0144,NaN,0.0287,0.0051,NaN,0.0102
,,451.5625,0.0503,NaN,0.0359,0.0177,NaN,0.0127
,,453.125,0.0144,0,0.0168,0.0051,0,0.0059
,,454.6875,0.012,0.012,0.0048,0.0042,0.0042,0.0017
,,456.25,0.0503,0.0216,0.024,0.0175,0.0075,0.0084
,,457.8125,0.0263,0.0144,0.012,0.0091,0.005,0.0042
,,459.375,0.0216,0.0168,0.0072,0.0075,0.0058,0.0025
,,460.9375,0.0479,0.024,0.0527,0.0165,0.0083,0.0182
,,462.5,0.0287,0.024,0,0.0099,0.0083,0
,,464.0625,0.024,0,0.012,0.0082,0,0.0041
,,465.625,0.091,0.012,0.024,0.0311,0.0041,0.0082
,,467.1875,0.0455,0.0144,0.0287,0.0155,0.0049,0.0098
,,468.75,0.0287,0.0192,0.0216,0.0097,0.0065,0.0073
,,470.3125,0.012,0.0335,0.0311,0.0041,0.0113,0.0105
,,471.875,0.0671,0.0335,0.0048,0.0226,0.0113,0.0016
,,473.4375,0.0335,0.0359,0.0168,0.0113,0.0121,0.0056
,,475,0.0623,0.0551,0.0263,0.0209,0.0185,0.0088
,,476.5625,0.0503,0.0407,0.0263,0.0168,0.0136,0.0088
,,478.125,0.0216,0.0144,0.0599,0.0072,0.0048,0.0199
,,479.6875,0.0431,0.0287,0.0192,0.0143,0.0095,0.0064
,,481.25,0.0359,0.0072,0.0072,0.0119,0.0024,0.0024
,,482.8125,0.024,0.012,0.0359,0.0079,0.004,0.0118
,,484.375,0.0335,0.0216,0.0072,0.011,0.0071,0.0024
,,485.9375,0.0072,0.0192,0.0359,0.0024,0.0063,0.0118
,,487.5,0.0431,0.0072,0.0192,0.0141,0.0024,0.0063
,,489.0625,0.0192,0.012,0,0.0062,0.0039,0
,,490.625,0.0144,0.0479,0.0359,0.0047,0.0155,0.0116
,,492.1875,0.0527,0.024,0.0335,0.017,0.0078,0.0108
,,493.75,0.0335,0.0192,0.024,0.0108,0.0062,0.0077
,,495.3125,0.0503,0.0144,0.0144,0.0162,0.0046,0.0046
,,496.875,0.0311,0.0311,0.012,0.01,0.01,0.0038
,,498.4375,0.0144,0,0.0287,0.0046,0,0.0092
,,500,NaN,0.0359,0.0144,NaN,0.0114,0.0046
,,501.5625,NaN,0.012,0.0192,NaN,0.0038,0.0061
,,503.125,NaN,0.0048,0.0335,NaN,0.0015,0.0106
,,504.6875,NaN,0.0072,0.0431,NaN,0.0023,0.0136
,,506.25,NaN,0.0311,0.0216,NaN,0.0098,0.0068
,,507.8125,NaN,NaN,0.0216,NaN,NaN,0.0068
,,509.375,NaN,NaN,0,NaN,NaN,0
,,510.9375,NaN,NaN,0.0144,NaN,NaN,0.0045
,,512.5,NaN,NaN,0.0216,NaN,NaN,0.0067
,,514.0625,NaN,NaN,0.0335,NaN,NaN,0.0104
,,515.625,NaN,NaN,0.0359,NaN,NaN,0.0111
,,517.1875,NaN,NaN,0.0216,NaN,NaN,0.0066
,,518.75,0,NaN,0.0192,0,NaN,0.0059
,,520.3125,0.0192,NaN,0.0383,0.0059,NaN,0.0117
,,521.875,0.0144,NaN,0.0048,0.0044,NaN,0.0015
,,523.4375,0.0192,NaN,0.0192,0.0058,NaN,0.0058
,,525,0.0144,0,0.0335,0.0044,0,0.0102
,,526.5625,0.0263,0.0407,0.0192,0.0079,0.0123,0.0058
,,528.125,0.0168,0.0216,0.0192,0.0051,0.0065,0.0058
,,529.6875,0.0311,0.0144,0.0144,0.0093,0.0043,0.0043
,,531.25,0.0335,0.0263,0.0072,0.01,0.0079,0.0022
,,532.8125,0.0527,0.0168,0.0335,0.0157,0.005,0.01
,,534.375,0.0335,0.0335,0.0263,0.01,0.01,0.0078
,,535.9375,0.012,0.0263,0.0144,0.0036,0.0078,0.0043
,,537.5,0.0072,0.0216,0,0.0021,0.0064,0
,,539.0625,0.0335,0.0144,0.0144,0.0099,0.0043,0.0043
,,540.625,0.0359,0,0.0192,0.0106,0,0.0057
,,542.1875,0.0335,0.0072,0.0263,0.0098,0.0021,0.0077
,,543.75,0.0503,0.0216,0.0359,0.0147,0.0063,0.0105
,,545.3125,0.0263,0.0048,0.012,0.0077,0.0014,0.0035
,,546.875,0.024,0.0168,0.0216,0.007,0.0049,0.0063
,,548.4375,0.0407,0.0287,0.0287,0.0118,0.0083,0.0083
,,550,0.012,0.0072,0.0144,0.0035,0.0021,0.0042
,,551.5625,0.0216,0.0048,0.0072,0.0062,0.0014,0.0021
,,553.125,0.0623,0.0216,0.0192,0.0179,0.0062,0.0055
,,554.6875,NaN,0.0192,0.0359,NaN,0.0055,0.0103
,,556.25,NaN,0.0263,0.012,NaN,0.0075,0.0034
,,557.8125,NaN,0.0072,0.0168,NaN,0.0021,0.0048
,,559.375,NaN,0.012,0.0144,NaN,0.0034,0.0041
,,560.9375,NaN,NaN,0,NaN,NaN,0
,,562.5,NaN,NaN,0.0048,NaN,NaN,0.0014
,,564.0625,NaN,NaN,0.0144,NaN,NaN,0.0041
,,565.625,NaN,NaN,0.0144,NaN,NaN,0.0041
,,567.1875,NaN,NaN,0.0072,NaN,NaN,0.002
,,568.75,NaN,NaN,0.0263,NaN,NaN,0.0074
,,570.3125,NaN,NaN,0.0072,NaN,NaN,0.002
,,571.875,0,NaN,0,0,NaN,0
,,573.4375,0.0287,NaN,0.0072,0.008,NaN,0.002
,,575,0.0048,NaN,0.0072,0.0013,NaN,0.002
,,576.5625,0.012,NaN,0.0072,0.0033,NaN,0.002
,,578.125,0.0216,NaN,0.012,0.0059,NaN,0.0033
,,579.6875,0.0287,0.0168,0.0144,0.0079,0.0046,0.004
,,581.25,0.0072,0.0192,0.0048,0.002,0.0053,0.0013
,,582.8125,0.0287,0.0144,0,0.0078,0.0039,0
,,584.375,0.0072,0.0048,0.0144,0.002,0.0013,0.0039
,,585.9375,0.0407,0.0335,0.012,0.0111,0.0091,0.0033
,,587.5,0.0263,0.0144,0.0048,0.0071,0.0039,0.0013
,,589.0625,0.0383,0.0168,0.0072,0.0103,0.0045,0.0019
,,590.625,0.0263,0.0287,0.0168,0.0071,0.0077,0.0045
,,592.1875,0.0263,0.0216,0.0072,0.0071,0.0058,0.0019
,,593.75,0.0168,0.0192,0.0192,0.0045,0.0051,0.0051
,,595.3125,0.0144,0.0144,0.0072,0.0038,0.0038,0.0019
,,596.875,0.0287,NaN,0.012,0.0077,NaN,0.0032
,,598.4375,0.0192,NaN,0.0048,0.0051,NaN,0.0013
,,600,0.0144,NaN,0.0072,0.0038,NaN,0.0019
,,601.5625,0.0144,NaN,0,0.0038,NaN,0
,,603.125,0.0216,NaN,0.0048,0.0057,NaN,0.0013
,,604.6875,0.0144,NaN,0.0072,0.0038,NaN,0.0019
,,606.25,0,NaN,0.0144,0,NaN,0.0038
,,607.8125,0.0192,NaN,0.0072,0.005,NaN,0.0019
,,609.375,0.0263,NaN,0.0072,0.0069,NaN,0.0019
,,610.9375,0.0311,NaN,0.024,0.0081,NaN,0.0063
,,612.5,0.0383,NaN,0.0431,0.01,NaN,0.0112
,,614.0625,0.0168,NaN,0.0048,0.0044,NaN,0.0012
,,615.625,0.0383,NaN,0.024,0.0099,NaN,0.0062
,,617.1875,0.0263,NaN,0.0072,0.0068,NaN,0.0019
,,618.75,0.0335,NaN,0.0144,0.0086,NaN,0.0037
,,620.3125,0.0048,NaN,0.0144,0.0012,NaN,0.0037
,,621.875,0.0072,NaN,0.0072,0.0018,NaN,0.0018
,,623.4375,0.0359,NaN,0.0072,0.0092,NaN,0.0018
,,625,0.0527,NaN,0.0144,0.0134,NaN,0.0037
,,626.5625,NaN,NaN,0.0072,NaN,NaN,0.0018
,,628.125,NaN,NaN,0.0072,NaN,NaN,0.0018
,,629.6875,NaN,NaN,0.0072,NaN,NaN,0.0018
,,631.25,NaN,NaN,0.0144,NaN,NaN,0.0036
,,632.8125,NaN,0,0.0287,NaN,0,0.0072
,,634.375,NaN,0.0216,0.0192,NaN,0.0054,0.0048
,,635.9375,NaN,0.0072,0.012,NaN,0.0018,0.003
,,637.5,NaN,0.012,0,NaN,0.003,0
,,639.0625,NaN,0.0192,0,NaN,0.0048,0
,,640.625,NaN,0,0,NaN,0,0
,,642.1875,NaN,0.012,0.012,NaN,0.003,0.003
,,643.75,NaN,0.0048,0.012,NaN,0.0012,0.003
,,645.3125,NaN,0.0048,0.0072,NaN,0.0012,0.0018
,,646.875,NaN,0,0.012,NaN,0,0.003
,,648.4375,NaN,0.0144,0.0144,NaN,0.0035,0.0035
,,650,NaN,0.0144,0,NaN,0.0035,0
,,651.5625,NaN,0.0072,0,NaN,0.0018,0
,,653.125,NaN,0.0072,0,NaN,0.0018,0
,,654.6875,NaN,0.012,0.0168,NaN,0.0029,0.0041
,,656.25,NaN,0.0144,0.0144,NaN,0.0035,0.0035
,,657.8125,NaN,0.0144,NaN,NaN,0.0035,NaN
,,659.375,NaN,0.0168,NaN,NaN,0.0041,NaN
,,660.9375,NaN,0.0072,NaN,NaN,0.0017,NaN
,,662.5,NaN,0.012,NaN,NaN,0.0029,NaN
,,664.0625,NaN,0.0072,NaN,NaN,0.0017,NaN
,,665.625,NaN,0.0216,NaN,NaN,0.0052,NaN
,,667.1875,NaN,0.0144,NaN,NaN,0.0034,NaN
,,668.75,NaN,0.0168,NaN,NaN,0.004,NaN
,,670.3125,NaN,0.024,NaN,NaN,0.0057,NaN
,,671.875,NaN,0.0072,NaN,NaN,0.0017,NaN
,,673.4375,NaN,0.0144,NaN,NaN,0.0034,NaN
,,675,NaN,0.0072,NaN,NaN,0.0017,NaN
,,676.5625,NaN,0.0144,NaN,NaN,0.0034,NaN
,,678.125,NaN,0.012,NaN,NaN,0.0028,NaN
,,679.6875,0,0.0072,NaN,0,0.0017,NaN
,,681.25,0.0335,0,NaN,0.0078,0,NaN
,,682.8125,0.0144,0,NaN,0.0034,0,NaN
,,684.375,0.024,0.0072,NaN,0.0056,0.0017,NaN
,,685.9375,0.0263,0.0048,NaN,0.0061,0.0011,NaN
,,687.5,0.0072,0.0072,NaN,0.0017,0.0017,NaN
,,689.0625,0.0144,0.0144,NaN,0.0033,0.0033,NaN
,,690.625,0.0192,0.0048,NaN,0.0044,0.0011,NaN
,,692.1875,0.0192,0.0048,NaN,0.0044,0.0011,NaN
,,693.75,0.0263,0.0072,NaN,0.006,0.0017,NaN
,,695.3125,0.0192,0.0168,NaN,0.0044,0.0038,NaN
,,696.875,0,0,NaN,0,0,NaN
,,698.4375,0.0072,0,NaN,0.0016,0,NaN
,,700,0,0,NaN,0,0,NaN
,,701.5625,0.024,0.0144,NaN,0.0054,0.0033,NaN
,,703.125,0.0263,0.0144,NaN,0.006,0.0033,NaN
,,704.6875,0.0144,0.012,NaN,0.0033,0.0027,NaN
,,706.25,0.0192,0.0072,NaN,0.0043,0.0016,NaN
,,707.8125,0.0048,0.0072,NaN,0.0011,0.0016,NaN
,,709.375,0.0383,0.0192,NaN,0.0086,0.0043,NaN
,,710.9375,0.0192,0.0072,NaN,0.0043,0.0016,NaN
,,712.5,0.024,0.0144,0.0072,0.0054,0.0032,0.0016
,,714.0625,0.0335,0.0168,0.0072,0.0075,0.0037,0.0016
,,715.625,0.0287,0.0048,0.0072,0.0064,0.0011,0.0016
,,717.1875,0.0192,0.0048,0,0.0043,0.0011,0
,,718.75,0.0144,0,0.0072,0.0032,0,0.0016
,,720.3125,0.0072,0.0144,0.0072,0.0016,0.0032,0.0016
,,721.875,0.0311,0,0.0048,0.0069,0,0.0011
,,723.4375,0.0168,NaN,0.0048,0.0037,NaN,0.0011
,,725,0.0168,NaN,0,0.0037,NaN,0
,,726.5625,0.0072,NaN,0.0072,0.0016,NaN,0.0016
,,728.125,0,NaN,0.0072,0,NaN,0.0016
,,729.6875,0.0192,NaN,0.0072,0.0042,NaN,0.0016
,,731.25,0.0216,NaN,0.0072,0.0047,NaN,0.0016
,,732.8125,0.0263,NaN,0.0072,0.0057,NaN,0.0016
,,734.375,0.0144,NaN,0,0.0031,NaN,0
,,735.9375,0.0168,NaN,0,0.0036,NaN,0
,,737.5,0.0048,NaN,0.0048,0.001,NaN,0.001
,,739.0625,0.0072,NaN,0.0048,0.0016,NaN,0.001
,,740.625,0.012,0,0.0072,0.0026,0,0.0015
,,742.1875,0.0144,0,0.0144,0.0031,0,0.0031
,,743.75,0.0144,0.0072,0.0048,0.0031,0.0015,0.001
,,745.3125,0.0072,0.0048,0.0048,0.0015,0.001,0.001
,,746.875,0.0072,0.0072,0,0.0015,0.0015,0
,,748.4375,0.0144,0,0.0072,0.0031,0,0.0015
,,750,0.0144,0,0.0144,0.0031,0,0.0031
,,751.5625,0.0072,0.012,0.0144,0.0015,0.0025,0.003
,,753.125,0.0072,0.0144,0.0072,0.0015,0.003,0.0015
,,754.6875,0.0144,0,0.0072,0.003,0,0.0015
,,756.25,0.0144,0.0072,0.0048,0.003,0.0015,0.001
,,757.8125,0.012,0.0144,0.0144,0.0025,0.003,0.003
,,759.375,0.0072,0.0072,0.0072,0.0015,0.0015,0.0015
,,760.9375,0.0192,0.0072,0.0072,0.004,0.0015,0.0015
,,762.5,0.0072,0.0048,0.0072,0.0015,0.001,0.0015
,,764.0625,0.0072,0.0072,0.012,0.0015,0.0015,0.0025
,,765.625,0.0144,0.0072,NaN,0.003,0.0015,NaN
,,767.1875,0.0144,0.0048,NaN,0.003,0.001,NaN
,,768.75,0.012,0,NaN,0.0025,0,NaN
,,770.3125,0.0072,0.012,NaN,0.0015,0.0025,NaN
,,771.875,0.0048,0.0048,NaN,0.001,0.001,NaN
,,773.4375,0.0144,0,NaN,0.003,0,NaN
,,775,0.0048,0.0072,NaN,0.001,0.0015,NaN
,,776.5625,0.0072,0.0144,NaN,0.0015,0.003,NaN
,,778.125,0.0144,0,NaN,0.0029,0,NaN
,,779.6875,0.0144,0,NaN,0.0029,0,NaN
,,781.25,0.0048,0.0072,NaN,0.001,0.0015,NaN
,,782.8125,0.0144,0.0072,NaN,0.0029,0.0015,NaN
,,784.375,0.0144,0.0072,0,0.0029,0.0015,0
,,785.9375,0.0144,0.0072,0.0048,0.0029,0.0015,0.001
,,787.5,0.0048,0.0048,0.0072,0.001,0.001,0.0015
,,789.0625,0.0144,0.0216,0.0144,0.0029,0.0044,0.0029
,,790.625,0.0144,0.0072,0.0144,0.0029,0.0014,0.0029
,,792.1875,0.0168,0,0.0144,0.0034,0,0.0029
,,793.75,0.0168,0.0144,0.0192,0.0034,0.0029,0.0038
,,795.3125,0.0048,0.012,0.012,0.001,0.0024,0.0024
,,796.875,0.0144,0.0144,0.0168,0.0029,0.0029,0.0034
,,798.4375,0.024,0.0168,0.0168,0.0048,0.0033,0.0033
,,800,0,0,0,0,0,0
454822000004,2022-04-27T06:26:47.000Z,0,3.9039,0.1629,NaN,Infinity,Infinity,NaN
,,1.5625,0.0575,0.0599,NaN,5.8569,6.1014,NaN
,,3.125,0,0.0335,NaN,0,1.7061,NaN
,,4.6875,0.0647,0.0503,NaN,2.1968,1.7078,NaN
,,6.25,0.0168,0.0742,NaN,0.4278,1.8895,NaN
,,7.8125,0.0503,0.0503,NaN,1.0247,1.0247,NaN
,,9.375,0.0335,0.0479,NaN,0.5687,0.8132,NaN
,,10.9375,0.0647,0.0742,0,0.9415,1.0797,0
,,12.5,0.0407,0.0862,0.0886,0.5182,1.0975,1.1281
,,14.0625,0.0671,0.0503,0.0168,0.7594,0.5693,0.1901
,,15.625,0.0311,0.0503,0.0192,0.3168,0.5124,0.1956
,,17.1875,0.0335,0.0671,0.0431,0.3102,0.6213,0.3991
,,18.75,0.0503,0.0886,0.091,0.427,0.7521,0.7724
,,20.3125,0.0671,0.0671,0.0263,0.5257,0.5257,0.2061
,,21.875,0.0072,0.0072,0.0168,0.0524,0.0524,0.1222
,,23.4375,0.0479,0.0671,0.0287,0.3253,0.4556,0.1949
,,25,0,0.0623,0.1509,0,0.3966,0.9607
,,26.5625,0.1581,0.1102,0.0263,0.9473,0.6603,0.1576
,,28.125,0.0359,0.0647,0.024,0.2032,0.3661,0.1358
,,29.6875,0.091,0.091,0.0671,0.4879,0.4879,0.3597
,,31.25,0.273,0.2754,0.1509,1.3904,1.4026,0.7685
,,32.8125,0.1126,0.0144,0.024,0.5462,0.0698,0.1164
,,34.375,0.0766,0.0311,0.0192,0.3547,0.144,0.0889
,,35.9375,0.2323,0.1221,0.1221,1.0288,0.5407,0.5407
,,37.5,0.2802,0.309,0.1748,1.1892,1.3114,0.7419
,,39.0625,0.0766,0.0671,0.0575,0.3121,0.2734,0.2343
,,40.625,0.182,0.0982,0.103,0.713,0.3847,0.4035
,,42.1875,0.7952,0.4191,0.6802,2.9999,1.5811,2.5661
,,43.75,1.0802,0.9987,1.176,3.9296,3.6331,4.2781
,,45.3125,0.503,0.4024,0.2443,1.7667,1.4134,0.8581
,,46.875,0.4718,0.3353,0.1868,1.6019,1.1384,0.6342
,,48.4375,0.7616,0.4503,0.503,2.5024,1.4796,1.6527
,,50,0.3593,0.4407,0.5365,1.1437,1.4028,1.7077
,,51.5625,0.0455,0.0192,0.0383,0.1404,0.0593,0.1182
,,53.125,0.115,0.0623,0.0623,0.3445,0.1866,0.1866
,,54.6875,0.2539,0.1437,0.1916,0.7389,0.4182,0.5576
,,56.25,0.1629,0.2036,0.1629,0.4609,0.5761,0.4609
,,57.8125,0.012,0.0287,0.0335,0.033,0.079,0.0922
,,59.375,0.0144,0.0192,0.012,0.0386,0.0515,0.0322
,,60.9375,0.1581,0.1078,0.1221,0.4129,0.2815,0.3189
,,62.5,0.1174,0.1102,0.115,0.299,0.2806,0.2928
,,64.0625,0.0862,0.0216,0.0335,0.2142,0.0537,0.0832
,,65.625,0.0527,0.0527,NaN,0.1278,0.1278,NaN
,,67.1875,0.1437,0.0742,NaN,0.3404,0.1758,NaN
,,68.75,NaN,0.1389,NaN,NaN,0.3216,NaN
,,70.3125,NaN,0.0287,NaN,NaN,0.065,NaN
,,71.875,NaN,0.0168,NaN,NaN,0.0372,NaN
,,73.4375,NaN,0.0431,NaN,NaN,0.0934,NaN
,,75,NaN,0.0527,NaN,NaN,0.1118,NaN
,,76.5625,NaN,0.0359,NaN,NaN,0.0746,NaN
,,78.125,NaN,0.0168,NaN,NaN,0.0342,NaN
,,79.6875,NaN,0.0527,NaN,NaN,0.1053,NaN
,,81.25,NaN,0.0599,NaN,NaN,0.1173,NaN
,,82.8125,NaN,0.0695,0,NaN,0.1336,0
,,84.375,NaN,0.0263,0.0719,NaN,0.0496,0.1356
,,85.9375,NaN,0.1485,0.2419,NaN,0.275,0.448
,,87.5,0.182,0.1796,0.1557,0.331,0.3267,0.2832
,,89.0625,0.1485,0.1245,0.0647,0.2654,0.2225,0.1156
,,90.625,0.2994,0.2203,0.1221,0.5258,0.3869,0.2144
,,92.1875,0.697,0.2323,0.5197,1.2033,0.401,0.8972
,,93.75,0.1341,0.1796,0.0407,0.2277,0.3049,0.0691
,,95.3125,0.091,0.0599,0.0479,0.152,0.1,0.08
,,96.875,0.0479,0.0311,0.1341,0.0787,0.0511,0.2203
,,98.4375,0.0886,0.0479,0.1174,0.1432,0.0774,0.1898
,,100,0.0335,0.0359,0.0671,0.0533,0.0571,0.1068
,,101.5625,0.0168,0.0192,0.1054,0.0263,0.0301,0.1652
,,103.125,0.0671,0.0311,0.0479,0.1036,0.048,0.0739
,,104.6875,NaN,0.0192,0.0934,NaN,0.0292,0.142
,,106.25,NaN,0.0527,0.0335,NaN,0.0789,0.0502
,,107.8125,NaN,0.0479,0.0359,NaN,0.0707,0.053
,,109.375,NaN,0.0216,0.079,NaN,0.0314,0.115
,,110.9375,NaN,0.0407,0.0647,NaN,0.0584,0.0928
,,112.5,NaN,NaN,0.079,NaN,NaN,0.1118
,,114.0625,NaN,NaN,0.1437,NaN,NaN,0.2005
,,115.625,NaN,NaN,0.0455,NaN,NaN,0.0626
,,117.1875,NaN,NaN,0.1102,NaN,NaN,0.1497
,,118.75,NaN,NaN,0.1389,NaN,NaN,0.1862
,,120.3125,NaN,NaN,0.0287,NaN,NaN,0.038
,,121.875,NaN,NaN,0.1317,NaN,NaN,0.172
,,123.4375,0.0551,NaN,0.0383,0.071,NaN,0.0494
,,125,0.0575,NaN,0.0623,0.0732,NaN,0.0793
,,126.5625,0.0311,NaN,0.0144,0.0391,NaN,0.0181
,,128.125,0.0407,NaN,0.1174,0.0506,NaN,0.1458
,,129.6875,0.091,NaN,0.0623,0.1117,NaN,0.0765
,,131.25,0.0503,NaN,0.0742,0.061,NaN,0.09
,,132.8125,0.0671,NaN,0.0503,0.0804,NaN,0.0603
,,134.375,0.0335,NaN,0.1748,0.0397,NaN,0.207
,,135.9375,0.0647,NaN,0.1389,0.0758,NaN,0.1626
,,137.5,0.0216,NaN,NaN,0.025,NaN,NaN
,,139.0625,0.0766,NaN,NaN,0.0877,NaN,NaN
,,140.625,NaN,NaN,NaN,NaN,NaN,NaN
,,142.1875,NaN,NaN,NaN,NaN,NaN,NaN
,,143.75,NaN,NaN,NaN,NaN,NaN,NaN
,,145.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,146.875,NaN,NaN,NaN,NaN,NaN,NaN
,,148.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,150,NaN,NaN,NaN,NaN,NaN,NaN
,,151.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,153.125,NaN,NaN,NaN,NaN,NaN,NaN
,,154.6875,NaN,NaN,0,NaN,NaN,0
,,156.25,NaN,NaN,0.1437,NaN,NaN,0.1464
,,157.8125,NaN,NaN,0.0742,NaN,NaN,0.0748
,,159.375,0.0263,NaN,0.0431,0.0263,NaN,0.043
,,160.9375,0.0695,NaN,0.1006,0.0687,NaN,0.0995
,,162.5,0.0311,NaN,0.1054,0.0305,NaN,0.1032
,,164.0625,0.0455,NaN,0.079,0.0441,NaN,0.0766
,,165.625,0.0719,0,0.0216,0.0691,0,0.0208
,,167.1875,0.0048,0.091,0.0575,0.0046,0.0866,0.0547
,,168.75,0.0623,0,0.0671,0.0588,0,0.0633
,,170.3125,0.012,0.079,0.0431,0.0112,0.0738,0.0403
,,171.875,0.0551,0.0719,0.0216,0.051,0.0666,0.02
,,173.4375,0.0359,0.0527,0.0814,0.0329,0.0484,0.0747
,,175,0.0479,0.0527,0.0766,0.0436,0.0479,0.0697
,,176.5625,NaN,0.1509,0.0766,NaN,0.136,0.069
,,178.125,NaN,0.2467,0.1581,NaN,0.2204,0.1413
,,179.6875,NaN,0.0934,0.0527,NaN,0.0827,0.0467
,,181.25,NaN,0.1437,0.1389,NaN,0.1262,0.122
,,182.8125,NaN,0.0623,0.0479,NaN,0.0542,0.0417
,,184.375,NaN,NaN,0.2203,NaN,NaN,0.1902
,,185.9375,NaN,NaN,0.0719,NaN,NaN,0.0615
,,187.5,NaN,NaN,0.0359,NaN,NaN,0.0305
,,189.0625,NaN,NaN,0.024,NaN,NaN,0.0202
,,190.625,NaN,NaN,0.0551,NaN,NaN,0.046
,,192.1875,NaN,NaN,0.103,NaN,NaN,0.0853
,,193.75,NaN,NaN,0.0551,NaN,NaN,0.0453
,,195.3125,NaN,NaN,0.0335,NaN,NaN,0.0273
,,196.875,NaN,NaN,0.0144,NaN,NaN,0.0116
,,198.4375,NaN,NaN,0.0599,NaN,NaN,0.048
,,200,NaN,NaN,0.0479,NaN,NaN,0.0381
,,201.5625,NaN,0,0.0814,NaN,0,0.0643
,,203.125,NaN,0.0383,0.0335,NaN,0.03,0.0262
,,204.6875,NaN,0.091,0.0263,NaN,0.0708,0.0204
,,206.25,NaN,0.0695,0.0719,NaN,0.0536,0.0555
,,207.8125,NaN,0.0216,0.103,NaN,0.0165,0.0789
,,209.375,NaN,0.0719,0.0982,NaN,0.0547,0.0746
,,210.9375,NaN,0.0359,0.0072,NaN,0.0271,0.0054
,,212.5,0,0.0551,0.079,0,0.0413,0.0592
,,214.0625,0.0527,0.0479,0.0383,0.0392,0.0356,0.0285
,,215.625,0.0623,0.1198,0.012,0.046,0.0884,0.0089
,,217.1875,0.0479,0.0287,0.0551,0.0351,0.021,0.0404
,,218.75,0.024,0.0671,0.0359,0.0175,0.0488,0.0261
,,220.3125,0.0814,0.0192,0.0575,0.0588,0.0139,0.0415
,,221.875,0.0766,0.0647,0.0862,0.0549,0.0464,0.0618
,,223.4375,0.0311,0.0814,0.0695,0.0222,0.058,0.0495
,,225,0.0335,0.1054,0.0431,0.0237,0.0746,0.0305
,,226.5625,0.0311,0.1509,0.1102,0.0218,0.106,0.0774
,,228.125,0.1126,0.2203,0.0695,0.0786,0.1537,0.0485
,,229.6875,0.0072,0.1269,0.0192,0.005,0.0879,0.0133
,,231.25,0.0431,0.1509,0.0503,0.0297,0.1039,0.0346
,,232.8125,0.0599,0.0144,0.0862,0.0409,0.0098,0.0589
,,234.375,0.079,0.0263,0.0263,0.0536,0.0179,0.0179
,,235.9375,0.0479,0.0263,0.0263,0.0323,0.0177,0.0177
,,237.5,0.012,NaN,0.0599,0.008,NaN,0.0401
,,239.0625,0.024,NaN,0.0551,0.016,NaN,0.0367
,,240.625,0.0263,NaN,0.0958,0.0174,NaN,0.0634
,,242.1875,0.0599,NaN,0.1054,0.0394,NaN,0.0693
