mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000004,2022-04-27T03:27:07.000Z,0,3.8848,NaN,8.924,Infinity,NaN,Infinity
,,387.5,0.0623,0.0719,NaN,0.0256,0.0295,NaN
,,389.0625,0.0048,0.024,NaN,0.002,0.0098,NaN
,,390.625,0.0838,0.0263,NaN,0.0341,0.0107,NaN
,,392.1875,NaN,0.0144,NaN,NaN,0.0058,NaN
,,393.75,NaN,0.0407,NaN,NaN,0.0165,NaN
,,395.3125,NaN,0.0766,NaN,NaN,0.0308,NaN
,,396.875,NaN,0.0335,NaN,NaN,0.0134,NaN
,,398.4375,NaN,0.0431,NaN,NaN,0.0172,NaN
,,400,NaN,0.0623,NaN,NaN,0.0248,NaN
,,401.5625,NaN,0.0431,NaN,NaN,0.0171,NaN
,,403.125,NaN,0.0766,NaN,NaN,0.0302,NaN
,,404.6875,NaN,0.0168,NaN,NaN,0.0066,NaN
,,406.25,NaN,0.0144,NaN,NaN,0.0056,NaN
,,407.8125,NaN,0.0575,NaN,NaN,0.0224,NaN
,,409.375,NaN,0.0335,NaN,NaN,0.013,NaN
,,410.9375,0.0287,0,NaN,0.0111,0,NaN
,,412.5,0.0479,0.012,NaN,0.0185,0.0046,NaN
,,414.0625,0.0263,0.0216,NaN,0.0101,0.0083,NaN
,,415.625,0.0407,0.0263,NaN,0.0156,0.0101,NaN
,,417.1875,0.0263,0.0072,NaN,0.01,0.0027,NaN
,,418.75,0.0287,0.0359,NaN,0.0109,0.0136,NaN
,,420.3125,0.0216,0.0359,NaN,0.0082,0.0136,NaN
,,421.875,0.0144,0.0263,NaN,0.0054,0.0099,NaN
,,423.4375,0.0479,0.0287,NaN,0.018,0.0108,NaN
,,425,0.0287,0.0311,0.0359,0.0107,0.0116,0.0134
,,426.5625,0.0072,0.0311,0.0359,0.0027,0.0116,0.0134
,,428.125,0.0287,0,0.0311,0.0107,0,0.0116
,,429.6875,0.0359,0.0431,0.0263,0.0133,0.016,0.0097
,,431.25,0.012,0.0479,0.0263,0.0044,0.0177,0.0097
,,432.8125,0.0311,0.0168,0.024,0.0114,0.0062,0.0088
,,434.375,0.012,0.0335,0.012,0.0044,0.0123,0.0044
,,435.9375,0.012,NaN,0.0407,0.0044,NaN,0.0149
,,437.5,0.0216,NaN,0.0359,0.0079,NaN,0.0131
,,439.0625,0.012,NaN,0,0.0043,NaN,0
,,440.625,0,NaN,0.0311,0,NaN,0.0112
,,442.1875,0.0431,NaN,0.0527,0.0155,NaN,0.019
,,443.75,0.0359,NaN,0.0048,0.0129,NaN,0.0017
,,445.3125,0,NaN,0.0335,0,NaN,0.012
,,446.875,NaN,NaN,0.0144,NaN,NaN,0.0051
,,448.4375,NaN,NaN,0.0503,NaN,NaN,0.0179
,,450,NaN,NaN,0.0407,NaN,NaN,0.0144
,,451.5625,NaN,NaN,0.0048,NaN,NaN,0.0017
,,453.125,NaN,0,0.0551,NaN,0,0.0194
,,454.6875,NaN,0.0144,0.0048,NaN,0.005,0.0017
,,456.25,NaN,0.0431,0.0431,NaN,0.015,0.015
,,457.8125,NaN,0.0072,0.0072,NaN,0.0025,0.0025
,,459.375,NaN,0.0072,0.0192,NaN,0.0025,0.0067
,,460.9375,NaN,0.0216,0.0192,NaN,0.0075,0.0066
,,462.5,NaN,0.0192,0.012,NaN,0.0066,0.0041
,,464.0625,NaN,0.0527,0.0383,NaN,0.0181,0.0131
,,465.625,NaN,0.0359,0.0431,NaN,0.0123,0.0147
,,467.1875,NaN,0,0.0479,NaN,0,0.0163
,,468.75,NaN,0.024,0.0144,NaN,0.0081,0.0049
,,470.3125,NaN,0.0551,0.0168,NaN,0.0186,0.0057
,,471.875,NaN,NaN,0.0359,NaN,NaN,0.0121
,,473.4375,NaN,NaN,0.0216,NaN,NaN,0.0073
,,475,NaN,NaN,0,NaN,NaN,0
,,476.5625,NaN,NaN,0.0359,NaN,NaN,0.012
,,478.125,NaN,NaN,NaN,NaN,NaN,NaN
,,479.6875,NaN,NaN,NaN,NaN,NaN,NaN
,,481.25,NaN,NaN,NaN,NaN,NaN,NaN
,,482.8125,NaN,NaN,NaN,NaN,NaN,NaN
,,484.375,NaN,NaN,NaN,NaN,NaN,NaN
,,485.9375,NaN,NaN,NaN,NaN,NaN,NaN
,,487.5,NaN,NaN,NaN,NaN,NaN,NaN
,,489.0625,NaN,NaN,NaN,NaN,NaN,NaN
,,490.625,NaN,NaN,NaN,NaN,NaN,NaN
,,492.1875,NaN,NaN,NaN,NaN,NaN,NaN
,,493.75,NaN,NaN,NaN,NaN,NaN,NaN
,,495.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,496.875,NaN,NaN,0.0072,NaN,NaN,0.0023
,,498.4375,NaN,NaN,0.0192,NaN,NaN,0.0061
,,500,0,NaN,0.0192,0,NaN,0.0061
,,501.5625,0.0335,NaN,0.0192,0.0106,NaN,0.0061
,,503.125,0.0072,NaN,0.0168,0.0023,NaN,0.0053
,,504.6875,0.024,NaN,0.0144,0.0076,NaN,0.0045
,,506.25,0.0551,NaN,0.0479,0.0173,NaN,0.0151
,,507.8125,0.0431,NaN,0.0144,0.0135,NaN,0.0045
,,509.375,0.0263,NaN,0.012,0.0082,NaN,0.0037
,,510.9375,0.0287,NaN,0.012,0.0089,NaN,0.0037
,,512.5,0.0216,NaN,0.0335,0.0067,NaN,0.0104
,,514.0625,0.0431,NaN,NaN,0.0133,NaN,NaN
,,515.625,0.0168,NaN,NaN,0.0052,NaN,NaN
,,517.1875,0.0144,NaN,NaN,0.0044,NaN,NaN
,,518.75,NaN,NaN,NaN,NaN,NaN,NaN
,,520.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,521.875,NaN,NaN,NaN,NaN,NaN,NaN
,,523.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,525,NaN,NaN,NaN,NaN,NaN,NaN
,,526.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,528.125,NaN,NaN,NaN,NaN,NaN,NaN
,,529.6875,NaN,NaN,NaN,NaN,NaN,NaN
,,531.25,NaN,NaN,NaN,NaN,NaN,NaN
,,532.8125,NaN,NaN,0.0072,NaN,NaN,0.0022
,,534.375,NaN,NaN,0.0168,NaN,NaN,0.005
,,535.9375,0,NaN,0.0072,0,NaN,0.0021
,,537.5,0,NaN,0,0,NaN,0
,,539.0625,0.0144,NaN,0.0168,0.0043,NaN,0.005
,,540.625,0.0479,NaN,0.012,0.0141,NaN,0.0035
,,542.1875,0.0072,NaN,0,0.0021,NaN,0
,,543.75,0.012,NaN,0.0144,0.0035,NaN,0.0042
,,545.3125,0.0359,NaN,0.012,0.0105,NaN,0.0035
,,546.875,0.0072,NaN,0.0144,0.0021,NaN,0.0042
,,548.4375,0.0192,NaN,0.0144,0.0056,NaN,0.0042
,,550,0.0144,NaN,0.0048,0.0042,NaN,0.0014
,,551.5625,0.0144,NaN,0.0048,0.0042,NaN,0.0014
,,553.125,0.0431,NaN,0.0168,0.0124,NaN,0.0048
,,554.6875,NaN,NaN,0.0144,NaN,NaN,0.0041
,,556.25,NaN,NaN,0.0168,NaN,NaN,0.0048
,,557.8125,NaN,NaN,0.0168,NaN,NaN,0.0048
,,559.375,NaN,NaN,0.0072,NaN,NaN,0.002
,,560.9375,NaN,0,0.0072,NaN,0,0.002
,,562.5,NaN,0.012,0,NaN,0.0034,0
,,564.0625,NaN,0.0072,0.012,NaN,0.002,0.0034
,,565.625,NaN,0.0144,0.0144,NaN,0.0041,0.0041
,,567.1875,NaN,0.0072,0,NaN,0.002,0
,,568.75,NaN,0,NaN,NaN,0,NaN
,,570.3125,NaN,0.0192,NaN,NaN,0.0054,NaN
,,571.875,0,0.012,NaN,0,0.0033,NaN
,,573.4375,0.0192,0.0263,NaN,0.0053,0.0073,NaN
,,575,0.0263,0.0072,NaN,0.0073,0.002,NaN
,,576.5625,0.0216,0.0216,NaN,0.006,0.006,NaN
,,578.125,0.0335,0.0072,NaN,0.0092,0.002,NaN
,,579.6875,0.0335,0.0216,NaN,0.0092,0.0059,NaN
,,581.25,0.0287,0.0168,NaN,0.0079,0.0046,NaN
,,582.8125,0.0144,0.012,NaN,0.0039,0.0033,NaN
,,584.375,0.0072,0.0048,NaN,0.002,0.0013,NaN
,,585.9375,0.0072,0.024,0,0.002,0.0065,0
,,587.5,0.0263,0.0192,0.0072,0.0071,0.0052,0.002
,,589.0625,0.0359,0.0383,0.0072,0.0097,0.0103,0.0019
,,590.625,0.0072,0.0168,0.0072,0.0019,0.0045,0.0019
,,592.1875,0.0192,0.0168,0,0.0052,0.0045,0
,,593.75,0.0144,0.0192,0,0.0039,0.0051,0
,,595.3125,0.0168,0.0072,0.0048,0.0045,0.0019,0.0013
,,596.875,0.0192,NaN,0.0048,0.0051,NaN,0.0013
,,598.4375,0.0263,NaN,0.0072,0.007,NaN,0.0019
,,600,0.0216,NaN,0.012,0.0057,NaN,0.0032
,,601.5625,0.0287,NaN,0.012,0.0076,NaN,0.0032
,,603.125,0.0192,NaN,0.0072,0.0051,NaN,0.0019
,,604.6875,0.0144,NaN,0.012,0.0038,NaN,0.0032
,,606.25,0.0335,NaN,0.0048,0.0088,NaN,0.0013
,,607.8125,0.0287,NaN,0.0192,0.0075,NaN,0.005
,,609.375,0.012,NaN,0.0144,0.0031,NaN,0.0038
,,610.9375,0.0168,NaN,0.024,0.0044,NaN,0.0063
,,612.5,0,NaN,0.0192,0,NaN,0.005
,,614.0625,0.0287,NaN,0.012,0.0074,NaN,0.0031
,,615.625,0.0072,0.0072,0.0048,0.0019,0.0019,0.0012
,,617.1875,0.0072,0.012,0.0072,0.0019,0.0031,0.0019
,,618.75,0.0263,0.0216,0.0144,0.0068,0.0056,0.0037
,,620.3125,0.012,0.0287,0.0168,0.0031,0.0074,0.0043
,,621.875,0.0144,0.024,0.0144,0.0037,0.0061,0.0037
,,623.4375,0.0072,0.0192,0.0144,0.0018,0.0049,0.0037
,,625,0.0144,0.0216,0.0144,0.0037,0.0055,0.0037
,,626.5625,0,0.0048,0,0,0.0012,0
,,628.125,0,0.0335,0.0192,0,0.0085,0.0049
,,629.6875,0.0192,0.0072,0,0.0049,0.0018,0
,,631.25,0.0263,0.0072,0.0072,0.0066,0.0018,0.0018
,,632.8125,0.0216,0.0263,0.0192,0.0054,0.0066,0.0048
,,634.375,0.0335,0.024,0.0072,0.0084,0.006,0.0018
,,635.9375,0.0527,0.0144,0.0048,0.0132,0.0036,0.0012
,,637.5,0.024,0.0072,0,0.006,0.0018,0
,,639.0625,0.0048,0.0168,0.012,0.0012,0.0042,0.003
,,640.625,0.0263,0.0192,0,0.0065,0.0048,0
,,642.1875,0.0144,0.012,0.0048,0.0036,0.003,0.0012
,,643.75,0.0168,0.0168,0.0072,0.0042,0.0042,0.0018
,,645.3125,0,0.0072,0.012,0,0.0018,0.003
,,646.875,0.0287,0.0144,0.0072,0.0071,0.0035,0.0018
,,648.4375,0.0216,0.012,0.0048,0.0053,0.0029,0.0012
,,650,0.024,0.0144,0.0048,0.0059,0.0035,0.0012
,,651.5625,0.0072,0.0359,0,0.0018,0.0088,0
,,653.125,0.0359,0.0192,0.0072,0.0087,0.0047,0.0018
,,654.6875,0.0287,0.0192,0.0072,0.007,0.0047,0.0018
,,656.25,0.0359,0.0072,0,0.0087,0.0017,0
,,657.8125,0.012,0.0072,NaN,0.0029,0.0017,NaN
,,659.375,0.0311,0.0263,NaN,0.0075,0.0063,NaN
,,660.9375,0.0144,0.0144,NaN,0.0035,0.0035,NaN
,,662.5,NaN,0.0168,NaN,NaN,0.004,NaN
,,664.0625,NaN,0.0072,NaN,NaN,0.0017,NaN
,,665.625,NaN,0.0192,NaN,NaN,0.0046,NaN
,,667.1875,NaN,0.0072,NaN,NaN,0.0017,NaN
,,668.75,NaN,0.0072,NaN,NaN,0.0017,NaN
,,670.3125,NaN,0.0168,NaN,NaN,0.004,NaN
,,671.875,NaN,0,NaN,NaN,0,NaN
,,673.4375,NaN,0.012,NaN,NaN,0.0028,NaN
,,675,NaN,0.012,NaN,NaN,0.0028,NaN
,,676.5625,NaN,0.0072,0.0072,NaN,0.0017,0.0017
,,678.125,NaN,0,0.0072,NaN,0,0.0017
,,679.6875,0,0.012,0.0072,0,0.0028,0.0017
,,681.25,0.0168,0.0048,0,0.0039,0.0011,0
,,682.8125,0.0263,0,0.0048,0.0061,0,0.0011
,,684.375,0,0,0,0,0,0
,,685.9375,0.0431,0.0072,0.012,0.01,0.0017,0.0028
,,687.5,0.024,NaN,0,0.0056,NaN,0
,,689.0625,0.0216,NaN,0,0.005,NaN,0
,,690.625,0.0144,NaN,0.0072,0.0033,NaN,0.0017
,,692.1875,0.0263,NaN,0.0048,0.006,NaN,0.0011
,,693.75,0.0192,NaN,0.0072,0.0044,NaN,0.0017
,,695.3125,0.0072,NaN,0,0.0016,NaN,0
,,696.875,0.012,NaN,0,0.0027,NaN,0
,,698.4375,0.0287,NaN,0.0192,0.0065,NaN,0.0044
,,700,0.0168,NaN,0,0.0038,NaN,0
,,701.5625,0.0383,NaN,0,0.0087,NaN,0
,,703.125,0.0144,NaN,0.012,0.0033,NaN,0.0027
,,704.6875,0.012,NaN,0.0144,0.0027,NaN,0.0033
,,706.25,0.024,NaN,0.0072,0.0054,NaN,0.0016
,,707.8125,0.0072,NaN,0.0072,0.0016,NaN,0.0016
,,709.375,0.0048,NaN,0.0072,0.0011,NaN,0.0016
,,710.9375,0.0168,NaN,0.0072,0.0038,NaN,0.0016
,,712.5,0.012,NaN,NaN,0.0027,NaN,NaN
,,714.0625,0.0216,NaN,NaN,0.0048,NaN,NaN
,,715.625,NaN,NaN,NaN,NaN,NaN,NaN
,,717.1875,NaN,NaN,NaN,NaN,NaN,NaN
,,718.75,NaN,NaN,NaN,NaN,NaN,NaN
,,720.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,721.875,NaN,NaN,NaN,NaN,NaN,NaN
,,723.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,725,NaN,NaN,NaN,NaN,NaN,NaN
,,726.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,728.125,NaN,NaN,NaN,NaN,NaN,NaN
,,729.6875,NaN,NaN,0,NaN,NaN,0
,,731.25,NaN,NaN,0.012,NaN,NaN,0.0026
,,732.8125,NaN,NaN,0.0072,NaN,NaN,0.0016
,,734.375,NaN,NaN,0,NaN,NaN,0
,,735.9375,NaN,NaN,0.0072,NaN,NaN,0.0016
,,737.5,NaN,NaN,0,NaN,NaN,0
,,739.0625,NaN,NaN,0,NaN,NaN,0
,,740.625,NaN,0,0.0144,NaN,0,0.0031
,,742.1875,NaN,0.0144,0.0072,NaN,0.0031,0.0015
,,743.75,NaN,0.0048,0,NaN,0.001,0
,,745.3125,NaN,0.012,0.0072,NaN,0.0026,0.0015
,,746.875,NaN,0.0072,0,NaN,0.0015,0
,,748.4375,NaN,0.0072,NaN,NaN,0.0015,NaN
,,750,NaN,0.012,NaN,NaN,0.0025,NaN
,,751.5625,0,0.0144,NaN,0,0.003,NaN
,,753.125,0.012,0.0144,NaN,0.0025,0.003,NaN
,,754.6875,0.024,0.0072,NaN,0.0051,0.0015,NaN
,,756.25,0.0072,0.0048,NaN,0.0015,0.001,NaN
,,757.8125,0,0.0072,NaN,0,0.0015,NaN
,,759.375,0.012,0.012,NaN,0.0025,0.0025,NaN
,,760.9375,0.0144,0.012,NaN,0.003,0.0025,NaN
,,762.5,0.0144,0.0072,NaN,0.003,0.0015,NaN
,,764.0625,0,0.0072,NaN,0,0.0015,NaN
,,765.625,0.0072,0.0048,NaN,0.0015,0.001,NaN
,,767.1875,0.0168,0.0072,NaN,0.0035,0.0015,NaN
,,768.75,0.0072,0.0072,NaN,0.0015,0.0015,NaN
,,770.3125,NaN,0.0072,NaN,NaN,0.0015,NaN
,,771.875,NaN,0.0048,NaN,NaN,0.001,NaN
,,773.4375,NaN,0.0072,NaN,NaN,0.0015,NaN
,,775,NaN,0.0072,NaN,NaN,0.0015,NaN
,,776.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,778.125,NaN,NaN,NaN,NaN,NaN,NaN
,,779.6875,NaN,NaN,NaN,NaN,NaN,NaN
,,781.25,NaN,NaN,NaN,NaN,NaN,NaN
,,782.8125,NaN,NaN,NaN,NaN,NaN,NaN
,,784.375,NaN,NaN,NaN,NaN,NaN,NaN
,,785.9375,NaN,NaN,NaN,NaN,NaN,NaN
,,787.5,0,NaN,NaN,0,NaN,NaN
,,789.0625,0,NaN,NaN,0,NaN,NaN
,,790.625,0.0072,NaN,NaN,0.0014,NaN,NaN
,,792.1875,0.0168,NaN,NaN,0.0034,NaN,NaN
,,793.75,0.0144,NaN,NaN,0.0029,NaN,NaN
,,795.3125,0,NaN,NaN,0,NaN,NaN
,,796.875,0.012,NaN,NaN,0.0024,NaN,NaN
,,798.4375,0.0263,NaN,NaN,0.0052,NaN,NaN
,,800,0,NaN,NaN,0,NaN,NaN
454822000004,2022-04-27T14:15:29.000Z,0,4.0381,NaN,8.8713,Infinity,NaN,Infinity
,,3.125,0.2946,NaN,0.1868,15.0039,NaN,9.5136
,,6.25,0.0192,NaN,0.0216,0.4889,NaN,0.55
,,9.375,0.1629,0.1653,0.2275,2.7655,2.8062,3.8622
,,12.5,0.0671,0.0527,0.0431,0.8543,0.671,0.5488
,,15.625,0.4503,0.2323,0.2946,4.5867,2.3662,3.0008
,,18.75,0.0766,0.0216,0.0958,0.6502,0.1833,0.8132
,,21.875,0.17,0.1533,0.0671,1.2369,1.1154,0.4882
,,25,0.1748,0.0671,0.1341,1.1128,0.4272,0.8537
,,28.125,0.7497,0.3664,0.4838,4.2424,2.0734,2.7377
,,31.25,0.0407,0.0383,0.0766,0.2073,0.1951,0.3901
,,34.375,0.5485,0.3353,0.2419,2.5395,1.5524,1.12
,,37.5,0.2251,0.1198,0.2299,0.9554,0.5084,0.9757
,,40.625,2.5675,1.0706,1.5472,10.0586,4.1942,6.0614
,,43.75,0.364,0.1006,0.4215,1.3242,0.366,1.5333
,,46.875,0.3042,0.1724,0.3185,1.0329,0.5854,1.0814
,,50,0.3736,0.0503,0.3425,1.1892,0.1601,1.0902
,,53.125,1.8226,0.6251,1.152,5.4603,1.8727,3.4512
,,56.25,0.0311,0.103,0.0982,0.088,0.2914,0.2778
,,59.375,0.1437,0.0862,0.0742,0.3852,0.2311,0.1989
,,62.5,0.0647,0.0359,0.103,0.1648,0.0914,0.2623
,,65.625,0.6994,0.1964,0.4503,1.6962,0.4763,1.0921
,,68.75,0.0551,0.0623,0.0479,0.1276,0.1442,0.1109
,,71.875,0.1006,0.0599,0.0623,0.2228,0.1326,0.138
,,75,0.0647,0.0335,0.1102,0.1373,0.0711,0.2339
,,78.125,0.4407,0.1413,0.2299,0.8978,0.2879,0.4683
,,81.25,0.1581,NaN,0.0862,0.3097,NaN,0.1689
,,84.375,0.1317,NaN,0.0144,0.2484,NaN,0.0272
,,87.5,0.3664,NaN,0.1198,0.6664,NaN,0.2179
,,90.625,0.1748,NaN,0.1485,0.307,NaN,0.2608
,,93.75,0.8502,NaN,0.2443,1.4433,NaN,0.4147
,,96.875,0.3617,NaN,0.2251,0.5942,NaN,0.3698
,,100,0.1605,NaN,0.2156,0.2554,NaN,0.3431
,,103.125,NaN,NaN,0.1605,NaN,NaN,0.2477
,,106.25,NaN,NaN,0.1054,NaN,NaN,0.1579
,,109.375,NaN,NaN,0.0192,NaN,NaN,0.0279
,,112.5,NaN,NaN,0.024,NaN,NaN,0.034
,,115.625,NaN,0,0.1581,NaN,0,0.2176
,,118.75,NaN,0.1078,0.0287,NaN,0.1445,0.0385
,,121.875,NaN,0.0695,0.0671,NaN,0.0908,0.0876
,,125,NaN,0.0335,0.0263,NaN,0.0427,0.0335
,,128.125,NaN,0.2659,0.1221,NaN,0.3303,0.1517
,,131.25,NaN,0.0766,0.0431,NaN,0.0929,0.0523
,,134.375,NaN,0.3209,0.1916,NaN,0.3801,0.2269
,,137.5,0,0.2539,0.0814,0,0.2939,0.0942
,,140.625,0.1892,0.206,0.091,0.2141,0.2331,0.103
,,143.75,0.0647,0.0814,0.0503,0.0716,0.0901,0.0557
,,146.875,0.115,0.1461,0.1078,0.1246,0.1583,0.1168
,,150,0.024,0.1102,0.1006,0.0255,0.1169,0.1067
,,153.125,0.1102,NaN,0.0263,0.1145,NaN,0.0273
,,156.25,0.1341,NaN,0.0335,0.1366,NaN,0.0341
,,159.375,0,NaN,0.0719,0,NaN,0.0718
,,162.5,0.1174,NaN,0.0719,0.115,NaN,0.0704
,,165.625,0.1221,NaN,NaN,0.1173,NaN,NaN
,,168.75,0.2491,NaN,NaN,0.2349,NaN,NaN
,,171.875,0.0455,NaN,NaN,0.0421,NaN,NaN
,,175,NaN,NaN,NaN,NaN,NaN,NaN
,,178.125,NaN,NaN,NaN,NaN,NaN,NaN
,,181.25,NaN,NaN,NaN,NaN,NaN,NaN
,,184.375,NaN,NaN,NaN,NaN,NaN,NaN
,,187.5,NaN,0,NaN,NaN,0,NaN
,,190.625,NaN,0.2251,NaN,NaN,0.1879,NaN
,,193.75,NaN,0.2323,NaN,NaN,0.1908,NaN
,,196.875,NaN,0.1198,NaN,NaN,0.0968,NaN
,,200,NaN,0.2084,NaN,NaN,0.1658,NaN
,,203.125,NaN,0.0359,NaN,NaN,0.0281,NaN
,,206.25,NaN,0.0862,NaN,NaN,0.0665,NaN
,,209.375,0,0.0192,NaN,0,0.0146,NaN
,,212.5,0.0647,0.1293,NaN,0.0485,0.0968,NaN
,,215.625,0.1581,0.1269,NaN,0.1167,0.0937,NaN
,,218.75,0.0335,0.17,NaN,0.0244,0.1237,NaN
,,221.875,0.0838,0.2443,NaN,0.0601,0.1752,NaN
,,225,0.0599,0.1078,NaN,0.0424,0.0763,NaN
,,228.125,0.1581,0.2635,NaN,0.1103,0.1838,NaN
,,231.25,0.0479,0.3617,NaN,0.033,0.2489,NaN
,,234.375,0.0695,0.091,NaN,0.0472,0.0618,NaN
,,237.5,0.0383,0.0862,NaN,0.0257,0.0578,NaN
,,240.625,0.0335,0.103,NaN,0.0222,0.0681,NaN
,,243.75,0.2108,0.0575,NaN,0.1376,0.0375,NaN
,,246.875,NaN,0.0263,NaN,NaN,0.017,NaN
,,250,NaN,0.1724,NaN,NaN,0.1098,NaN
,,253.125,NaN,0.0527,NaN,NaN,0.0331,NaN
,,256.25,NaN,0.1054,NaN,NaN,0.0655,NaN
,,259.375,NaN,0.0431,NaN,NaN,0.0264,NaN
,,262.5,NaN,0.1174,NaN,NaN,0.0712,NaN
,,265.625,NaN,0.1892,NaN,NaN,0.1134,NaN
,,268.75,NaN,0.0144,NaN,NaN,0.0085,NaN
,,271.875,NaN,0.0599,NaN,NaN,0.0351,NaN
,,275,NaN,0.0192,0.0335,NaN,0.0111,0.0194
,,278.125,NaN,0.0742,0.1341,NaN,0.0425,0.0767
,,281.25,0,0.0263,0.0216,0,0.0149,0.0122
,,284.375,0.1437,0.0263,0.0695,0.0804,0.0147,0.0389
,,287.5,0.0862,0.0623,0.0168,0.0477,0.0345,0.0093
,,290.625,0.1796,0.0359,0.0359,0.0984,0.0197,0.0197
,,293.75,0.1581,0.0383,0.024,0.0857,0.0208,0.013
,,296.875,0.0551,NaN,0.0479,0.0295,NaN,0.0257
,,300,0.024,NaN,0.0048,0.0127,NaN,0.0025
,,303.125,0.0695,NaN,0.0263,0.0365,NaN,0.0138
,,306.25,0.0958,NaN,0.0144,0.0498,NaN,0.0075
,,309.375,0.0742,NaN,0.0623,0.0382,NaN,0.032
,,312.5,0.1221,NaN,0.0695,0.0622,NaN,0.0354
,,315.625,0.0671,NaN,0.0072,0.0338,NaN,0.0036
,,318.75,NaN,NaN,0.0766,NaN,NaN,0.0382
,,321.875,NaN,NaN,0.1269,NaN,NaN,0.0627
,,325,NaN,NaN,0.0192,NaN,NaN,0.0094
,,328.125,NaN,NaN,0.0527,NaN,NaN,0.0256
,,331.25,NaN,NaN,0.0695,NaN,NaN,0.0334
,,334.375,NaN,NaN,0.0335,NaN,NaN,0.0159
,,337.5,NaN,NaN,0.0263,NaN,NaN,0.0124
,,340.625,NaN,NaN,0.0575,NaN,NaN,0.0269
,,343.75,NaN,NaN,0.0263,NaN,NaN,0.0122
,,346.875,NaN,NaN,NaN,NaN,NaN,NaN
,,350,NaN,NaN,NaN,NaN,NaN,NaN
,,353.125,NaN,NaN,NaN,NaN,NaN,NaN
,,356.25,NaN,NaN,NaN,NaN,NaN,NaN
,,359.375,NaN,NaN,NaN,NaN,NaN,NaN
,,362.5,NaN,NaN,NaN,NaN,NaN,NaN
,,365.625,NaN,NaN,NaN,NaN,NaN,NaN
,,368.75,NaN,NaN,NaN,NaN,NaN,NaN
,,371.875,NaN,NaN,NaN,NaN,NaN,NaN
,,375,NaN,NaN,NaN,NaN,NaN,NaN
,,378.125,NaN,NaN,NaN,NaN,NaN,NaN
,,381.25,NaN,NaN,0,NaN,NaN,0
,,384.375,NaN,NaN,0.0192,NaN,NaN,0.0079
,,387.5,NaN,NaN,0.0359,NaN,NaN,0.0147
,,390.625,0.0287,NaN,0.0862,0.0117,NaN,0.0351
,,393.75,0.012,NaN,0.012,0.0049,NaN,0.0049
,,396.875,0.091,NaN,0.0263,0.0365,NaN,0.0105
,,400,0.0814,NaN,0.0407,0.0324,NaN,0.0162
,,403.125,0.0575,0,0.103,0.0227,0,0.0407
,,406.25,0.079,0.1102,0.0623,0.0309,0.0432,0.0244
,,409.375,0.0766,0.1293,0.0216,0.0298,0.0503,0.0084
,,412.5,0.0719,0.0599,0.0383,0.0277,0.0231,0.0148
,,415.625,0.0144,0.0575,0.0311,0.0055,0.022,0.0119
,,418.75,0.0479,0.0623,NaN,0.0182,0.0237,NaN
,,421.875,0.0503,0.0671,NaN,0.019,0.0253,NaN
,,425,0.0192,0.1102,NaN,0.0072,0.0413,NaN
,,428.125,0.0551,0.0742,NaN,0.0205,0.0276,NaN
,,431.25,0.0647,0.0479,NaN,0.0239,0.0177,NaN
,,434.375,0.0168,0.0551,NaN,0.0062,0.0202,NaN
,,437.5,0.0742,0.0431,NaN,0.027,0.0157,NaN
,,440.625,0.0216,NaN,NaN,0.0078,NaN,NaN
,,443.75,0.0623,NaN,NaN,0.0223,NaN,NaN
,,446.875,0.0695,NaN,NaN,0.0248,NaN,NaN
,,450,0.024,NaN,NaN,0.0085,NaN,NaN
,,453.125,0.0431,NaN,0,0.0151,NaN,0
,,456.25,0.0287,NaN,0.0623,0.01,NaN,0.0217
,,459.375,0.0359,NaN,0.0335,0.0124,NaN,0.0116
,,462.5,NaN,NaN,0.0431,NaN,NaN,0.0148
,,465.625,NaN,NaN,0.0216,NaN,NaN,0.0074
,,468.75,NaN,NaN,0.0575,NaN,NaN,0.0195
,,471.875,NaN,NaN,0.0144,NaN,NaN,0.0049
,,475,NaN,NaN,0.0742,NaN,NaN,0.0249
,,478.125,NaN,NaN,0.0335,NaN,NaN,0.0112
,,481.25,NaN,NaN,0.0048,NaN,NaN,0.0016
,,484.375,NaN,NaN,0.0551,NaN,NaN,0.0181
,,487.5,NaN,NaN,0.0168,NaN,NaN,0.0055
,,490.625,NaN,NaN,NaN,NaN,NaN,NaN
,,493.75,NaN,NaN,NaN,NaN,NaN,NaN
,,496.875,NaN,NaN,NaN,NaN,NaN,NaN
,,500,NaN,NaN,NaN,NaN,NaN,NaN
,,503.125,NaN,NaN,NaN,NaN,NaN,NaN
,,506.25,NaN,NaN,NaN,NaN,NaN,NaN
,,509.375,NaN,NaN,NaN,NaN,NaN,NaN
,,512.5,NaN,NaN,NaN,NaN,NaN,NaN
,,515.625,NaN,NaN,NaN,NaN,NaN,NaN
