mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000005,2022-05-07T04:17:18.000Z,0,0.4359,4.0045,NaN,Infinity,Infinity,NaN
,,1234.375,0.0072,0.0072,0.0072,0.0009,0.0009,0.0009
,,1237.5,0.0072,0.0072,0,0.0009,0.0009,0
,,1240.625,0.0048,0.0048,0.0048,0.0006,0.0006,0.0006
,,1243.75,0.0048,0,0.0048,0.0006,0,0.0006
,,1246.875,0.0072,0.0072,0.0072,0.0009,0.0009,0.0009
,,1250,0.0072,0.0072,0.0048,0.0009,0.0009,0.0006
,,1253.125,0,0.0048,0.012,0,0.0006,0.0015
,,1256.25,0.0072,0.0048,0,0.0009,0.0006,0
,,1259.375,0.0048,0,0.0048,0.0006,0,0.0006
,,1262.5,0,0,0,0,0,0
,,1265.625,0.0072,0.0048,0.0072,0.0009,0.0006,0.0009
,,1268.75,0,0.0072,0.0072,0,0.0009,0.0009
,,1271.875,0.0048,0.0048,0.0072,0.0006,0.0006,0.0009
,,1275,0,0.0072,0,0,0.0009,0
,,1278.125,0,0.0048,0.0048,0,0.0006,0.0006
,,1281.25,0.0072,0.0072,0,0.0009,0.0009,0
,,1284.375,0,0,0.0048,0,0,0.0006
,,1287.5,0.0048,0.0048,0,0.0006,0.0006,0
,,1290.625,0.0048,0.0048,0.0048,0.0006,0.0006,0.0006
,,1293.75,0,0.0048,0.0048,0,0.0006,0.0006
,,1296.875,0.0048,0.0048,0.0072,0.0006,0.0006,0.0009
,,1300,0.0072,0.0048,0.0048,0.0009,0.0006,0.0006
,,1303.125,0.0072,NaN,0,0.0009,NaN,0
,,1306.25,0,NaN,0.0048,0,NaN,0.0006
,,1309.375,0,NaN,0,0,NaN,0
,,1312.5,0.0048,NaN,0.0072,0.0006,NaN,0.0009
,,1315.625,0.0072,NaN,0.0072,0.0009,NaN,0.0009
,,1318.75,0,NaN,0,0,NaN,0
,,1321.875,0,NaN,0.0144,0,NaN,0.0017
,,1325,0,NaN,0,0,NaN,0
,,1328.125,0.0048,NaN,0.0048,0.0006,NaN,0.0006
,,1331.25,0,NaN,0.0048,0,NaN,0.0006
,,1334.375,0.0048,NaN,0.0072,0.0006,NaN,0.0009
,,1337.5,0,0,0.0048,0,0,0.0006
,,1340.625,0,0.0048,0,0,0.0006,0
,,1343.75,0,0,0,0,0,0
,,1346.875,0,0.0048,0,0,0.0006,0
,,1350,0.0072,0.0048,0,0.0008,0.0006,0
,,1353.125,0.0048,0,0,0.0006,0,0
,,1356.25,0,0.0048,0.0048,0,0.0006,0.0006
,,1359.375,0,0,0,0,0,0
,,1362.5,0.0048,0,0,0.0006,0,0
,,1365.625,0.0048,0.0048,0.0048,0.0006,0.0006,0.0006
,,1368.75,0.0048,0,0,0.0006,0,0
,,1371.875,0,0,0,0,0,0
,,1375,0.0048,0,0,0.0006,0,0
,,1378.125,0,0,0,0,0,0
,,1381.25,0,0,0,0,0,0
,,1384.375,0.0048,0,0.0048,0.0006,0,0.0006
,,1387.5,0.0048,0,NaN,0.0006,0,NaN
,,1390.625,0,0,NaN,0,0,NaN
,,1393.75,0,0,NaN,0,0,NaN
,,1396.875,0,0,NaN,0,0,NaN
,,1400,0,0.0048,NaN,0,0.0005,NaN
,,1403.125,0.0048,0.0072,NaN,0.0005,0.0008,NaN
,,1406.25,0.0072,0,NaN,0.0008,0,NaN
,,1409.375,0.0048,0.0072,NaN,0.0005,0.0008,NaN
,,1412.5,0.0048,0.0072,NaN,0.0005,0.0008,NaN
,,1415.625,0,0,NaN,0,0,NaN
,,1418.75,0.0048,0.0048,NaN,0.0005,0.0005,NaN
,,1421.875,0.0072,0.0072,NaN,0.0008,0.0008,NaN
,,1425,0,0.0048,0.0072,0,0.0005,0.0008
,,1428.125,0.0048,0,0,0.0005,0,0
,,1431.25,NaN,0.0072,0.0072,NaN,0.0008,0.0008
,,1434.375,NaN,0,0,NaN,0,0
,,1437.5,NaN,0.0072,0,NaN,0.0008,0
,,1440.625,NaN,0,0,NaN,0,0
,,1443.75,NaN,0.0048,0.0072,NaN,0.0005,0.0008
,,1446.875,NaN,0.0072,0.0072,NaN,0.0008,0.0008
,,1450,NaN,0.0048,0.0048,NaN,0.0005,0.0005
,,1453.125,NaN,0,0.0048,NaN,0,0.0005
,,1456.25,NaN,0.0072,0.0072,NaN,0.0008,0.0008
,,1459.375,NaN,0.0048,0,NaN,0.0005,0
,,1462.5,NaN,0,0,NaN,0,0
,,1465.625,NaN,0.0048,0.0048,NaN,0.0005,0.0005
,,1468.75,0,0,0.0048,0,0,0.0005
,,1471.875,0.0048,0,0.0048,0.0005,0,0.0005
,,1475,0.0048,0.0048,0,0.0005,0.0005,0
,,1478.125,0,0.0072,0,0,0.0008,0
,,1481.25,0.0048,0.0072,0,0.0005,0.0008,0
,,1484.375,0,0,0.0072,0,0,0.0008
,,1487.5,0.0048,0,0,0.0005,0,0
,,1490.625,0.0048,0.0048,0,0.0005,0.0005,0
,,1493.75,0.0048,0.0072,0,0.0005,0.0008,0
,,1496.875,0.0048,0,0.0048,0.0005,0,0.0005
,,1500,0,0,0,0,0,0
,,1503.125,0.0072,0.0072,0.0072,0.0008,0.0008,0.0008
,,1506.25,0.0072,0.0072,0.0072,0.0008,0.0008,0.0008
,,1509.375,0.0072,0,0,0.0008,0,0
,,1512.5,0.0072,0.0048,0.0144,0.0008,0.0005,0.0015
,,1515.625,0,0.0072,0.0144,0,0.0008,0.0015
,,1518.75,0.0072,0.0072,0.0072,0.0008,0.0008,0.0008
,,1521.875,0.0072,0.0072,0.0072,0.0008,0.0008,0.0008
,,1525,0.012,0.0072,0.0072,0.0013,0.0008,0.0008
,,1528.125,0,0.0072,0,0,0.0007,0
,,1531.25,0.0072,0,0.0072,0.0007,0,0.0007
,,1534.375,0.0072,0.0072,0,0.0007,0.0007,0
,,1537.5,0.0072,0.0072,0.0144,0.0007,0.0007,0.0015
,,1540.625,0,0.0072,0.0168,0,0.0007,0.0017
,,1543.75,0.0072,0,0.0072,0.0007,0,0.0007
,,1546.875,0.0048,0.0072,0.0072,0.0005,0.0007,0.0007
,,1550,0,0,0,0,0,0
,,1553.125,0.0048,0.0048,0.0048,0.0005,0.0005,0.0005
,,1556.25,0.0072,0.0144,0.0072,0.0007,0.0015,0.0007
,,1559.375,0.0144,0,0.0072,0.0015,0,0.0007
,,1562.5,0.0072,0,0.012,0.0007,0,0.0012
,,1565.625,0.0072,0.0072,0.0072,0.0007,0.0007,0.0007
,,1568.75,0.0048,0.0072,0.0072,0.0005,0.0007,0.0007
,,1571.875,0.0072,0,0.0072,0.0007,0,0.0007
,,1575,0.0072,0.0048,0.0072,0.0007,0.0005,0.0007
,,1578.125,0.0072,0.012,0.012,0.0007,0.0012,0.0012
,,1581.25,0.0144,0.012,0.012,0.0014,0.0012,0.0012
,,1584.375,0.012,0.0072,0.0072,0.0012,0.0007,0.0007
,,1587.5,0.0144,0.0072,0.0168,0.0014,0.0007,0.0017
,,1590.625,0.0072,NaN,0.0072,0.0007,NaN,0.0007
,,1593.75,0.0072,NaN,0.0144,0.0007,NaN,0.0014
,,1596.875,0.024,NaN,0.024,0.0024,NaN,0.0024
,,1600,0,NaN,0,0,NaN,0
454822000005,2022-05-08T22:16:55.000Z,0,3.286,0.0192,9.379,Infinity,Infinity,Infinity
,,3.125,0.0192,0.0287,0.0287,0.9778,1.4617,1.4617
,,6.25,0.0311,0.0168,0.0144,0.792,0.4278,0.3667
,,9.375,0.012,0.0144,0.024,0.2037,0.2445,0.4074
,,12.5,0.0144,0.0168,0.0216,0.1833,0.2139,0.275
,,15.625,0.0192,0.0144,0.0263,0.1956,0.1467,0.2679
,,18.75,0.024,0.0072,0.0072,0.2037,0.0611,0.0611
,,21.875,0.0263,0.0192,0.0216,0.1913,0.1397,0.1572
,,25,0.0168,0.012,0.0144,0.107,0.0764,0.0917
,,28.125,0.012,0.0072,0.0192,0.0679,0.0407,0.1086
,,31.25,0.0335,0.0072,0,0.1706,0.0367,0
,,34.375,0.0359,0.0192,0.0431,0.1662,0.0889,0.1996
,,37.5,0.0072,0.0144,0.0263,0.0306,0.0611,0.1116
,,40.625,0.0072,0.0168,0.0168,0.0282,0.0658,0.0658
,,43.75,0.0144,0.0192,0.0335,0.0524,0.0698,0.1219
,,46.875,0.0431,0.0072,0,0.1463,0.0244,0
,,50,0.0192,0.012,0.0168,0.0611,0.0382,0.0535
,,53.125,0.0072,0.012,0.012,0.0216,0.036,0.036
,,56.25,0.0048,0.0072,0.012,0.0136,0.0204,0.034
,,59.375,0.024,0.0144,0,0.0643,0.0386,0
,,62.5,0.0072,0.0048,0.0072,0.0183,0.0122,0.0183
,,65.625,NaN,0.0072,0.0144,NaN,0.0175,0.0349
,,68.75,NaN,0.0072,0.0168,NaN,0.0167,0.0389
,,71.875,NaN,0,0.0072,NaN,0,0.0159
,,75,NaN,0.012,0.0072,NaN,0.0255,0.0153
,,78.125,NaN,0.0072,0.0144,NaN,0.0147,0.0293
,,81.25,NaN,0.0144,0.0072,NaN,0.0282,0.0141
,,84.375,NaN,0.0144,0.0048,NaN,0.0272,0.0091
,,87.5,NaN,0.0144,0.012,NaN,0.0262,0.0218
,,90.625,NaN,0.0144,0.0168,NaN,0.0253,0.0295
,,93.75,NaN,0.012,NaN,NaN,0.0204,NaN
,,96.875,NaN,0.0144,NaN,NaN,0.0237,NaN
,,100,NaN,0.012,NaN,NaN,0.0191,NaN
,,103.125,0,0.0072,NaN,0,0.0111,NaN
,,106.25,0.0072,0,NaN,0.0108,0,NaN
,,109.375,0.012,0,NaN,0.0175,0,NaN
,,112.5,0.0072,0.0192,NaN,0.0102,0.0272,NaN
,,115.625,0,0.0072,NaN,0,0.0099,NaN
,,118.75,0,0.0072,NaN,0,0.0096,NaN
,,121.875,0.0072,0.0072,NaN,0.0094,0.0094,NaN
,,125,0,0,NaN,0,0,NaN
,,128.125,0.0072,0,NaN,0.0089,0,NaN
,,131.25,0.0072,0,0.0072,0.0087,0,0.0087
,,134.375,0.012,0.0048,0.0144,0.0142,0.0057,0.0171
,,137.5,0.0144,0,0,0.0167,0,0
,,140.625,0,0,0.012,0,0,0.0136
,,143.75,0.0072,0,0,0.008,0,0
,,146.875,0.0048,0.0048,0.0048,0.0052,0.0052,0.0052
,,150,0.0048,0.0072,0.0072,0.0051,0.0076,0.0076
,,153.125,0.0072,0.012,0.0072,0.0075,0.0125,0.0075
,,156.25,0.0048,0.0144,0,0.0049,0.0147,0
,,159.375,0.012,0.0072,0,0.012,0.0072,0
,,162.5,0.0072,0.0048,0.0144,0.0071,0.0047,0.0141
,,165.625,0,0.0072,0.0072,0,0.0069,0.0069
,,168.75,0,0.0072,0.0048,0,0.0068,0.0045
,,171.875,0.0144,0.0072,0.0072,0.0133,0.0067,0.0067
,,175,0.0144,0,0,0.0131,0,0
,,178.125,0.0072,0,0.0144,0.0064,0,0.0129
,,181.25,0.0072,0,0.0072,0.0063,0,0.0063
,,184.375,0.012,0.0048,0.0072,0.0104,0.0041,0.0062
,,187.5,0.0072,0.0072,0.0144,0.0061,0.0061,0.0122
,,190.625,0.012,0,0.012,0.01,0,0.01
,,193.75,0.0048,0,0.0168,0.0039,0,0.0138
,,196.875,0.0072,0.0072,0.0072,0.0058,0.0058,0.0058
,,200,0.0048,0,0,0.0038,0,0
,,203.125,0,0.0048,0.0144,0,0.0038,0.0113
,,206.25,0.0048,0.0072,0.0144,0.0037,0.0056,0.0111
,,209.375,0.0048,0.0072,0.0144,0.0036,0.0055,0.0109
,,212.5,0.0048,0,0.0072,0.0036,0,0.0054
,,215.625,0,0.0048,0.0072,0,0.0035,0.0053
,,218.75,0.0144,0,0,0.0105,0,0
,,221.875,0,0,0.0072,0,0,0.0052
,,225,0.0072,0,0,0.0051,0,0
,,228.125,0.0072,0.0072,0,0.005,0.005,0
,,231.25,0.0072,0.012,0,0.005,0.0083,0
,,234.375,0,0.0072,0.012,0,0.0049,0.0081
,,237.5,0.0048,0,0,0.0032,0,0
,,240.625,0,0,0.0072,0,0,0.0048
,,243.75,0.0072,0,0.0072,0.0047,0,0.0047
,,246.875,0.0072,0.0072,0,0.0046,0.0046,0
,,250,0.0048,0,0,0.0031,0,0
,,253.125,0.0072,0.0072,0,0.0045,0.0045,0
,,256.25,0,0,0,0,0,0
,,259.375,0,NaN,0.012,0,NaN,0.0074
,,262.5,0.0144,NaN,0,0.0087,NaN,0
,,265.625,0.0072,NaN,0.012,0.0043,NaN,0.0072
,,268.75,0.0048,NaN,0.0072,0.0028,NaN,0.0043
,,271.875,0,NaN,0,0,NaN,0
,,275,0.0072,NaN,NaN,0.0042,NaN,NaN
,,278.125,0.0072,NaN,NaN,0.0041,NaN,NaN
,,281.25,0,NaN,NaN,0,NaN,NaN
,,284.375,0.0072,NaN,NaN,0.004,NaN,NaN
,,287.5,0.0072,NaN,NaN,0.004,NaN,NaN
,,290.625,0.0072,NaN,NaN,0.0039,NaN,NaN
,,293.75,0.0072,NaN,NaN,0.0039,NaN,NaN
,,296.875,0.012,NaN,NaN,0.0064,NaN,NaN
,,300,0.0072,NaN,NaN,0.0038,NaN,NaN
,,303.125,0.0144,NaN,NaN,0.0076,NaN,NaN
,,306.25,0,NaN,NaN,0,NaN,NaN
,,309.375,0.0072,NaN,0,0.0037,NaN,0
,,312.5,0.0072,NaN,0.0072,0.0037,NaN,0.0037
,,315.625,0.012,NaN,0,0.0061,NaN,0
,,318.75,0,NaN,0,0,NaN,0
,,321.875,0.012,NaN,0.0048,0.0059,NaN,0.0024
,,325,0.0072,NaN,0.0072,0.0035,NaN,0.0035
,,328.125,0.0072,NaN,0,0.0035,NaN,0
,,331.25,0,0,0,0,0,0
,,334.375,0,0,0.0072,0,0,0.0034
,,337.5,0.0072,0,0,0.0034,0,0
,,340.625,0.0048,0.0048,0.0072,0.0022,0.0022,0.0034
,,343.75,0,0,0.0048,0,0,0.0022
,,346.875,0,0,0.0072,0,0,0.0033
,,350,0.0048,0,0.0072,0.0022,0,0.0033
,,353.125,0.0072,0,0.0144,0.0032,0,0.0065
,,356.25,0.0072,0.0048,0.0072,0.0032,0.0021,0.0032
,,359.375,0.0048,0.0072,0.0072,0.0021,0.0032,0.0032
,,362.5,0.0072,0.0072,0.012,0.0032,0.0032,0.0053
,,365.625,0.0072,0,0,0.0031,0,0
,,368.75,0,0.0048,0.0072,0,0.0021,0.0031
,,371.875,0,0,0.0072,0,0,0.0031
,,375,0,0,0.0072,0,0,0.0031
,,378.125,0.012,0.0072,0.0072,0.0051,0.003,0.003
,,381.25,0,0,0.0072,0,0,0.003
,,384.375,0.0072,0.0072,0,0.003,0.003,0
,,387.5,0,0,0,0,0,0
,,390.625,NaN,0.0072,0.0048,NaN,0.0029,0.002
,,393.75,NaN,0.0072,0.0072,NaN,0.0029,0.0029
,,396.875,NaN,0,0,NaN,0,0
,,400,NaN,0.0048,0,NaN,0.0019,0
,,403.125,NaN,NaN,0,NaN,NaN,0
,,406.25,NaN,NaN,0,NaN,NaN,0
,,409.375,NaN,NaN,0.0072,NaN,NaN,0.0028
,,412.5,NaN,NaN,0.0048,NaN,NaN,0.0019
,,415.625,NaN,NaN,0,NaN,NaN,0
,,418.75,NaN,NaN,NaN,NaN,NaN,NaN
,,421.875,NaN,NaN,NaN,NaN,NaN,NaN
,,425,0,NaN,NaN,0,NaN,NaN
,,428.125,0,NaN,NaN,0,NaN,NaN
,,431.25,0.0048,NaN,NaN,0.0018,NaN,NaN
,,434.375,0.0048,NaN,NaN,0.0018,NaN,NaN
,,437.5,0,NaN,NaN,0,NaN,NaN
,,440.625,0,0,NaN,0,0,NaN
,,443.75,0,0.0048,NaN,0,0.0017,NaN
,,446.875,0,0,NaN,0,0,NaN
,,450,0,0,NaN,0,0,NaN
,,453.125,0,0.0048,0,0,0.0017,0
,,456.25,0,0,0.0072,0,0,0.0025
,,459.375,0.0072,0.0048,0.0048,0.0025,0.0017,0.0017
,,462.5,0,0,0.0048,0,0,0.0017
,,465.625,0,0,0,0,0,0
,,468.75,0,0,0,0,0,0
,,471.875,0,0,0.0048,0,0,0.0016
,,475,0.0072,NaN,0.0072,0.0024,NaN,0.0024
,,478.125,0,NaN,0,0,NaN,0
,,481.25,0,NaN,0.0072,0,NaN,0.0024
,,484.375,0,NaN,0,0,NaN,0
,,487.5,0.0048,NaN,0,0.0016,NaN,0
,,490.625,0,NaN,NaN,0,NaN,NaN
,,493.75,0.0072,NaN,NaN,0.0023,NaN,NaN
,,496.875,0,NaN,NaN,0,NaN,NaN
,,500,0,NaN,NaN,0,NaN,NaN
,,503.125,0,NaN,NaN,0,NaN,NaN
,,506.25,0.0048,NaN,NaN,0.0015,NaN,NaN
,,509.375,0.0072,NaN,NaN,0.0022,NaN,NaN
,,512.5,0,0,NaN,0,0,NaN
,,515.625,0,0,NaN,0,0,NaN
,,518.75,0,0,NaN,0,0,NaN
,,521.875,0,0,NaN,0,0,NaN
,,525,0,0.0048,0,0,0.0015,0
,,528.125,0,0,0.0048,0,0,0.0014
,,531.25,0,0,0,0,0,0
,,534.375,0,0,0.0072,0,0,0.0021
,,537.5,0,0.0048,0,0,0.0014,0
,,540.625,0,0,0,0,0,0
,,543.75,0.0048,0,0.0048,0.0014,0,0.0014
,,546.875,0,0,0.0072,0,0,0.0021
,,550,0.0048,0.0048,0,0.0014,0.0014,0
,,553.125,0,0,0,0,0,0
,,556.25,0,0,0,0,0,0
,,559.375,0,0.0048,0.0048,0,0.0014,0.0014
,,562.5,0.0048,0,0,0.0014,0,0
,,565.625,0.0072,0,0,0.002,0,0
,,568.75,0.0048,0,0.0048,0.0013,0,0.0013
,,571.875,0.0048,0.0048,0.0072,0.0013,0.0013,0.002
,,575,0,0,0.0048,0,0,0.0013
,,578.125,0,0.0048,0,0,0.0013,0
,,581.25,0.0048,0,0,0.0013,0,0
,,584.375,0.0072,0.0048,0,0.002,0.0013,0
,,587.5,0.0048,0,0,0.0013,0,0
,,590.625,0.0048,0,0,0.0013,0,0
,,593.75,0,0,0,0,0,0
,,596.875,0.0048,0.0048,0,0.0013,0.0013,0
,,600,0,0,0.0048,0,0,0.0013
,,603.125,0.0048,0,0,0.0013,0,0
,,606.25,NaN,0,0,NaN,0,0
,,609.375,NaN,0,0.0048,NaN,0,0.0013
,,612.5,NaN,0,0,NaN,0,0
,,615.625,NaN,0,0,NaN,0,0
,,618.75,NaN,0,0,NaN,0,0
,,621.875,NaN,0,0,NaN,0,0
,,625,NaN,0,0.0072,NaN,0,0.0018
,,628.125,NaN,0.0072,0.0072,NaN,0.0018,0.0018
,,631.25,NaN,0,0,NaN,0,0
,,634.375,NaN,0,0,NaN,0,0
,,637.5,NaN,0.0048,0,NaN,0.0012,0
,,640.625,0,0,0.0072,0,0,0.0018
,,643.75,0.0048,0,0,0.0012,0,0
,,646.875,0,0,0,0,0,0
,,650,0,0,0,0,0,0
,,653.125,0,0,0.0048,0,0,0.0012
,,656.25,0,0,0.0048,0,0,0.0012
,,659.375,0,0.0048,0,0,0.0012,0
,,662.5,0,0,0.0048,0,0,0.0012
,,665.625,0,0.0072,0,0,0.0017,0
,,668.75,0,0.0048,0,0,0.0011,0
,,671.875,0.0048,0,0,0.0011,0,0
,,675,0,0,0,0,0,0
,,678.125,0,0.0048,0,0,0.0011,0
,,681.25,0,0,0,0,0,0
,,684.375,0,0,0,0,0,0
,,687.5,0,0,0,0,0,0
,,690.625,0,0,0,0,0,0
,,693.75,0.0048,0.0048,0,0.0011,0.0011,0
,,696.875,0,0,0,0,0,0
,,700,0,0,0,0,0,0
,,703.125,0.0072,0.0072,0,0.0016,0.0016,0
,,706.25,0,0.0048,0,0,0.0011,0
,,709.375,0,0,0,0,0,0
,,712.5,0,0,0,0,0,0
,,715.625,0.0048,0,0.0048,0.0011,0,0.0011
,,718.75,0,0,0,0,0,0
,,721.875,0,0,0.0072,0,0,0.0016
,,725,0,0.0048,0,0,0.0011,0
,,728.125,0,NaN,0,0,NaN,0
,,731.25,0,NaN,0,0,NaN,0
,,734.375,0.0048,NaN,0.0072,0.001,NaN,0.0016
,,737.5,0,NaN,0,0,NaN,0
,,740.625,0,NaN,0,0,NaN,0
,,743.75,0.0048,NaN,0,0.001,NaN,0
,,746.875,0,NaN,0,0,NaN,0
,,750,0,NaN,0,0,NaN,0
,,753.125,0.0048,NaN,0,0.001,NaN,0
,,756.25,0.0072,NaN,0,0.0015,NaN,0
,,759.375,0,NaN,0,0,NaN,0
,,762.5,0,NaN,0,0,NaN,0
,,765.625,0.0072,NaN,0,0.0015,NaN,0
,,768.75,0.0048,NaN,0,0.001,NaN,0
,,771.875,0,NaN,0,0,NaN,0
,,775,0.0048,NaN,0,0.001,NaN,0
,,778.125,0,NaN,0,0,NaN,0
,,781.25,0,NaN,0.0048,0,NaN,0.001
,,784.375,0,NaN,0,0,NaN,0
,,787.5,0,NaN,0,0,NaN,0
,,790.625,0,NaN,0,0,NaN,0
,,793.75,0,NaN,0,0,NaN,0
,,796.875,0,NaN,0.0048,0,NaN,0.001
,,800,0,0,0,0,0,0
,,803.125,0,0.0072,0,0,0.0014,0
,,806.25,0,0.0072,0.0072,0,0.0014,0.0014
,,809.375,0.0048,0.0048,0,0.0009,0.0009,0
,,812.5,0.0072,0,0.0048,0.0014,0,0.0009
,,815.625,0,0,0,0,0,0
,,818.75,0.0072,0.0048,0.0072,0.0014,0.0009,0.0014
,,821.875,0.0048,0,0.0048,0.0009,0,0.0009
,,825,0,0,0,0,0,0
,,828.125,0.0048,0,0.0072,0.0009,0,0.0014
,,831.25,0.0072,0,0,0.0014,0,0
,,834.375,0.0072,0,0,0.0014,0,0
,,837.5,0.0072,0,0,0.0014,0,0
,,840.625,0,0,0.0072,0,0,0.0014
,,843.75,0,0,0,0,0,0
,,846.875,0.0048,0,0,0.0009,0,0
,,850,0,0.0048,0.0048,0,0.0009,0.0009
,,853.125,0,0.0048,0.0144,0,0.0009,0.0027
,,856.25,0,0,0,0,0,0
,,859.375,0,0,0.0048,0,0,0.0009
,,862.5,0.0072,0,0.0072,0.0013,0,0.0013
,,865.625,0.0072,0,0,0.0013,0,0
,,868.75,0.0072,0,0,0.0013,0,0
,,871.875,0.0048,0.0048,0,0.0009,0.0009,0
,,875,0,0.0072,0.0072,0,0.0013,0.0013
,,878.125,0,0.0072,0,0,0.0013,0
,,881.25,0,0,0,0,0,0
,,884.375,0,0,0,0,0,0
,,887.5,0,0,0.0048,0,0,0.0009
,,890.625,0,0,0,0,0,0
,,893.75,0.0048,0,0,0.0009,0,0
,,896.875,0,0.0048,0.0072,0,0.0009,0.0013
,,900,0.0048,0.0072,0,0.0008,0.0013,0
,,903.125,0,0,0,0,0,0
,,906.25,0,0.0048,0.0072,0,0.0008,0.0013
,,909.375,0.0048,0,0,0.0008,0,0
,,912.5,0,0,0,0,0,0
,,915.625,0.0072,0,0,0.0013,0,0
,,918.75,0,0,0,0,0,0
,,921.875,0.0048,0.0072,0,0.0008,0.0012,0
,,925,0,0,0,0,0,0
,,928.125,0,0,0,0,0,0
,,931.25,0.0072,0.0048,0.0048,0.0012,0.0008,0.0008
,,934.375,0.0072,0,0.0048,0.0012,0,0.0008
,,937.5,0,0,0.0048,0,0,0.0008
,,940.625,0,0.0048,0.0048,0,0.0008,0.0008
,,943.75,0,0.0048,0.0048,0,0.0008,0.0008
,,946.875,0.0072,0.0048,0,0.0012,0.0008,0
,,950,0,0,0,0,0,0
,,953.125,0,0,0,0,0,0
,,956.25,0.0072,0,0,0.0012,0,0
,,959.375,0,0,0,0,0,0
,,962.5,0.0072,0.0048,0,0.0012,0.0008,0
,,965.625,0,0.0072,0,0,0.0012,0
,,968.75,0.0048,0.0072,0,0.0008,0.0012,0
,,971.875,0,0,0,0,0,0
,,975,0,0,0.0048,0,0,0.0008
,,978.125,0.0048,NaN,0,0.0008,NaN,0
,,981.25,0,NaN,0,0,NaN,0
,,984.375,0.012,NaN,0.0048,0.0019,NaN,0.0008
,,987.5,0.0072,NaN,0,0.0012,NaN,0
,,990.625,0.0048,NaN,0.0048,0.0008,NaN,0.0008
,,993.75,0.0048,NaN,0,0.0008,NaN,0
,,996.875,0,NaN,0,0,NaN,0
,,1000,0.0072,NaN,0.0072,0.0011,NaN,0.0011
,,1003.125,0,NaN,0,0,NaN,0
,,1006.25,0,NaN,0.0072,0,NaN,0.0011
,,1009.375,0.0048,NaN,0,0.0008,NaN,0
,,1012.5,0.0072,NaN,0,0.0011,NaN,0
,,1015.625,0.0048,NaN,0.0048,0.0008,NaN,0.0008
,,1018.75,0,NaN,0.0072,0,NaN,0.0011
,,1021.875,0,NaN,0,0,NaN,0
,,1025,0.0048,NaN,0,0.0007,NaN,0
,,1028.125,0,NaN,NaN,0,NaN,NaN
,,1031.25,0,NaN,NaN,0,NaN,NaN
,,1034.375,0,NaN,NaN,0,NaN,NaN
,,1037.5,NaN,NaN,NaN,NaN,NaN,NaN
,,1040.625,NaN,NaN,NaN,NaN,NaN,NaN
,,1043.75,NaN,NaN,NaN,NaN,NaN,NaN
,,1046.875,NaN,NaN,NaN,NaN,NaN,NaN
,,1050,NaN,0,NaN,NaN,0,NaN
,,1053.125,NaN,0,NaN,NaN,0,NaN
,,1056.25,NaN,0,NaN,NaN,0,NaN
,,1059.375,NaN,0,NaN,NaN,0,NaN
,,1062.5,NaN,0.0048,NaN,NaN,0.0007,NaN
,,1065.625,NaN,0,NaN,NaN,0,NaN
,,1068.75,NaN,0,NaN,NaN,0,NaN
,,1071.875,0,0,NaN,0,0,NaN
,,1075,0,0.0048,NaN,0,0.0007,NaN
,,1078.125,0,0,NaN,0,0,NaN
,,1081.25,0,0,NaN,0,0,NaN
,,1084.375,0.0144,0.0072,NaN,0.0021,0.0011,NaN
,,1087.5,0,0.0048,NaN,0,0.0007,NaN
,,1090.625,0.0072,0.0072,NaN,0.0011,0.0011,NaN
,,1093.75,0.0048,0,NaN,0.0007,0,NaN
,,1096.875,0,0,NaN,0,0,NaN
,,1100,0,0.0072,0,0,0.001,0
,,1103.125,0,0,0,0,0,0
,,1106.25,0,0,0.0048,0,0,0.0007
,,1109.375,0,0,0,0,0,0
,,1112.5,0,0,0,0,0,0
,,1115.625,0.0048,0,0,0.0007,0,0
,,1118.75,0,0,0.0048,0,0,0.0007
,,1121.875,0,0,0.0072,0,0,0.001
,,1125,0.0048,0,0,0.0007,0,0
,,1128.125,0,0,0.0048,0,0,0.0007
,,1131.25,0.0072,0.0072,0,0.001,0.001,0
,,1134.375,0,0,0.0072,0,0,0.001
,,1137.5,0,0,0,0,0,0
,,1140.625,0,0.0072,0,0,0.001,0
,,1143.75,0,0,0,0,0,0
,,1146.875,0,0,0,0,0,0
,,1150,0,0,0,0,0,0
,,1153.125,0,0,0,0,0,0
,,1156.25,0,0.0048,0,0,0.0007,0
,,1159.375,0.0048,0,0,0.0007,0,0
,,1162.5,0,0,0,0,0,0
,,1165.625,0,0,0,0,0,0
,,1168.75,0,0,0,0,0,0
,,1171.875,0,0.0048,0.0048,0,0.0007,0.0007
,,1175,0,0.0048,0,0,0.0007,0
,,1178.125,0.0072,0,0,0.001,0,0
,,1181.25,NaN,0,0,NaN,0,0
,,1184.375,NaN,0.0048,0,NaN,0.0006,0
,,1187.5,NaN,0,0.0048,NaN,0,0.0006
,,1190.625,NaN,0.0048,0,NaN,0.0006,0
,,1193.75,NaN,0,0,NaN,0,0
,,1196.875,NaN,0.0072,0.0048,NaN,0.001,0.0006
,,1200,NaN,0.0048,0,NaN,0.0006,0
,,1203.125,NaN,0.0072,0.0072,NaN,0.001,0.001
,,1206.25,NaN,0.0072,0.0048,NaN,0.0009,0.0006
,,1209.375,NaN,0.0072,NaN,NaN,0.0009,NaN
