mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
45482200000A,2022-04-28T03:10:06.000Z,0,0.2323,NaN,9.9035,Infinity,NaN,Infinity
,,121.875,0.2227,0.1509,0.1772,0.2908,0.1971,0.2314
,,125,0.5892,0.5485,1.1975,0.7502,0.6984,1.5247
,,128.125,0.5628,0.6802,0.7473,0.6991,0.8449,0.9283
,,131.25,2.0286,1.9568,5.0847,2.4599,2.3728,6.1658
,,134.375,0.7928,0.5916,1.0969,0.939,0.7007,1.2992
,,137.5,0.5173,0.8431,0.9389,0.5988,0.9759,1.0868
,,140.625,0.6371,0.776,1.267,0.721,0.8783,1.434
,,143.75,0.9053,0.7688,2.4956,1.0023,0.8512,2.763
,,146.875,0.5365,0.5365,0.7784,0.5814,0.5814,0.8435
,,150,0.1317,0.4455,0.4,0.1397,0.4727,0.4244
,,153.125,0.3305,0.4622,0.7401,0.3435,0.4804,0.7692
,,156.25,0.3664,0.5173,1.176,0.3732,0.5269,1.1979
,,159.375,0.7497,0.2635,0.3664,0.7487,0.2631,0.3659
,,162.5,0.0814,0.2706,0.467,0.0797,0.265,0.4574
,,165.625,0.3497,0.6395,0.891,0.336,0.6145,0.8562
,,168.75,0.0766,0.1389,0.2275,0.0722,0.131,0.2146
,,171.875,1.1041,0.2946,0.5365,1.0224,0.2728,0.4968
,,175,0.6012,0.4407,0.2946,0.5468,0.4008,0.2679
,,178.125,0.4359,0.5844,0.7257,0.3895,0.5222,0.6484
,,181.25,0.8263,1.3053,1.0083,0.7256,1.1462,0.8854
,,184.375,1.9615,1.0969,1.0466,1.6932,0.9469,0.9034
,,187.5,0.8886,0.661,0.2563,0.7543,0.5611,0.2176
,,190.625,0.3042,0.024,0.1748,0.254,0.02,0.1459
,,193.75,0.4024,0.4072,0.4143,0.3305,0.3345,0.3403
,,196.875,0.1102,0.6323,0.2778,0.0891,0.5112,0.2246
,,200,0.0671,0.0695,0.1413,0.0534,0.0553,0.1124
,,203.125,0.1629,0.2371,0.2922,0.1276,0.1858,0.2289
,,206.25,0.182,0.4742,0.2922,0.1404,0.3659,0.2255
,,209.375,0.8407,0.4982,0.1198,0.6391,0.3787,0.0911
,,212.5,0.2659,0.3497,0.2922,0.1991,0.2619,0.2188
,,215.625,0.6634,0.2036,0.1844,0.4897,0.1503,0.1361
,,218.75,1.2071,0.1964,0.6227,0.8782,0.1429,0.4531
,,221.875,2.7878,1.2622,0.8862,1.9997,0.9054,0.6357
,,225,1.5328,0.4862,0.4838,1.0842,0.3439,0.3422
,,228.125,0.3904,0.3281,0.2419,0.2724,0.2289,0.1688
,,231.25,0.7449,0.2802,0.5078,0.5127,0.1928,0.3495
,,234.375,0.5054,0.1892,0.4143,0.3432,0.1285,0.2813
,,237.5,0.2395,0.0647,0.2659,0.1605,0.0434,0.1782
,,240.625,0.2467,0.3305,0.1174,0.1632,0.2186,0.0777
,,243.75,0.2132,0.3784,0.1677,0.1392,0.2471,0.1095
,,246.875,0.103,0.1605,0.3161,0.0664,0.1035,0.2038
,,250,0.5269,0.2227,0.2539,0.3354,0.1418,0.1616
,,253.125,0.2347,0.0431,0.2467,0.1476,0.0271,0.1551
,,256.25,0.5964,0.2563,0.6059,0.3704,0.1592,0.3763
,,259.375,0.3114,0.091,0.2251,0.1911,0.0558,0.1381
,,262.5,0.2802,0.1437,0.2706,0.1699,0.0871,0.1641
,,265.625,0.3545,0.1533,0.3712,0.2124,0.0919,0.2224
,,268.75,0.6874,0.4215,0.6347,0.4071,0.2496,0.3759
,,271.875,0.5604,0.3545,0.6179,0.3281,0.2075,0.3617
,,275,0.7353,0.1533,0.3449,0.4256,0.0887,0.1996
,,278.125,0.4431,0.1174,0.2012,0.2536,0.0672,0.1151
,,281.25,0.4,0.1102,0.1198,0.2264,0.0624,0.0678
,,284.375,0.4263,0.0623,0.103,0.2386,0.0349,0.0576
,,287.5,0.2682,0.2203,0.2467,0.1485,0.122,0.1366
,,290.625,0.0168,0.0287,0.1485,0.0092,0.0157,0.0813
,,293.75,0.0862,0.103,0.1293,0.0467,0.0558,0.0701
,,296.875,0.4551,0.0527,0.273,0.244,0.0283,0.1464
,,300,0.4694,0.2659,0.182,0.249,0.1411,0.0966
,,303.125,0.1844,0.0359,0.2874,0.0968,0.0188,0.1509
,,306.25,0.5125,0.2251,0.2994,0.2663,0.117,0.1556
,,309.375,0.1509,0.2203,0.1629,0.0776,0.1133,0.0838
,,312.5,0.2922,0.4072,0.0814,0.1488,0.2074,0.0415
,,315.625,0.3138,0.3688,0.2012,0.1582,0.186,0.1015
,,318.75,0.2635,0.1964,0.2491,0.1316,0.0981,0.1244
,,321.875,0.2275,0.0527,0.0455,0.1125,0.0261,0.0225
,,325,0.0048,0.1988,0.115,0.0024,0.0974,0.0563
,,328.125,0.3425,0.1437,0.2539,0.1661,0.0697,0.1232
,,331.25,0.2347,0.1868,0.1006,0.1128,0.0898,0.0483
,,334.375,0.0311,0.0311,0.0719,0.0148,0.0148,0.0342
,,337.5,0.2227,0.1365,0.1174,0.105,0.0644,0.0554
,,340.625,0.376,0.0766,0.1102,0.1757,0.0358,0.0515
,,343.75,0.0742,0.1605,0.2922,0.0344,0.0743,0.1353
,,346.875,0.1868,0.1988,0.2156,0.0857,0.0912,0.0989
,,350,0.1078,0.0431,0.0814,0.049,0.0196,0.037
,,353.125,0.7377,0.1988,0.5054,0.3325,0.0896,0.2278
,,356.25,0.6083,0.4407,0.6706,0.2718,0.1969,0.2996
,,359.375,0.0455,0.0479,0.3114,0.0202,0.0212,0.1379
,,362.5,0.3042,0.2467,0.6155,0.1336,0.1083,0.2702
,,365.625,0.5197,0.2682,0.1293,0.2262,0.1167,0.0563
,,368.75,0.1317,0.1006,0.2754,0.0568,0.0434,0.1189
,,371.875,0.17,0.1389,0.0766,0.0728,0.0594,0.0328
,,375,0.1006,0.0335,0.1605,0.0427,0.0142,0.0681
,,378.125,0.3832,0.1365,0.1844,0.1613,0.0575,0.0776
,,381.25,0.3617,0.1389,0.206,0.151,0.058,0.086
,,384.375,0.2587,0.1389,0.1006,0.1071,0.0575,0.0417
,,387.5,0.2227,0.0934,0.2587,0.0915,0.0384,0.1063
,,390.625,0.0742,0.0814,0.2706,0.0302,0.0332,0.1103
,,393.75,0.1844,0.1677,0.0287,0.0745,0.0678,0.0116
,,396.875,0.0886,0.1198,0.1437,0.0355,0.048,0.0576
,,400,0.3353,0.2659,0.1174,0.1334,0.1058,0.0467
,,403.125,0.2108,0.1485,0.1724,0.0832,0.0586,0.0681
,,406.25,0.5916,0.2036,0.2754,0.2318,0.0798,0.1079
,,409.375,0.2443,0.3209,0.2826,0.095,0.1248,0.1099
,,412.5,0.4838,0.1868,0.2275,0.1867,0.0721,0.0878
,,415.625,0.3138,0.0719,0.0575,0.1202,0.0275,0.022
,,418.75,0.273,0.1317,0.1413,0.1038,0.0501,0.0537
,,421.875,0.1964,0.0958,0.206,0.0741,0.0361,0.0777
,,425,0.1126,0.2539,0.0814,0.0422,0.0951,0.0305
,,428.125,0.1461,0.1006,0.1317,0.0543,0.0374,0.049
,,431.25,0.2802,0.376,0.1796,0.1034,0.1388,0.0663
,,434.375,0.1102,0.1964,0.0455,0.0404,0.072,0.0167
,,437.5,0.2563,0.1868,0.1341,0.0932,0.068,0.0488
,,440.625,0.1557,0.2132,0.1054,0.0562,0.077,0.0381
,,443.75,0.2395,0.012,0.1581,0.0859,0.0043,0.0567
,,446.875,0.3305,0.3784,0.2251,0.1177,0.1348,0.0802
,,450,0.2108,0.297,0.0958,0.0746,0.105,0.0339
,,453.125,0.3018,0.3281,0.194,0.106,0.1152,0.0681
,,456.25,0.0719,0.0982,0.0335,0.0251,0.0343,0.0117
,,459.375,0.1748,0.1245,0.0862,0.0606,0.0431,0.0299
,,462.5,0.024,0.273,0.0359,0.0083,0.0939,0.0124
,,465.625,0.091,0.1198,0.0192,0.0311,0.0409,0.0066
,,468.75,0.0766,0.0862,0.2156,0.026,0.0293,0.0732
,,471.875,0.0766,0.1844,0.2203,0.0258,0.0622,0.0743
,,475,0.1916,0.206,0.0479,0.0642,0.069,0.016
,,478.125,0.1317,0.2323,0.2347,0.0438,0.0773,0.0781
,,481.25,0.3281,0.115,0.0814,0.1085,0.038,0.0269
,,484.375,0.1916,0.115,0.091,0.063,0.0378,0.0299
,,487.5,0.2419,0.467,0.1653,0.079,0.1525,0.054
,,490.625,0.3976,0.3066,0.2946,0.129,0.0995,0.0956
,,493.75,0.2754,0.3952,0.0766,0.0888,0.1274,0.0247
,,496.875,0.2994,0.3377,0.1078,0.0959,0.1082,0.0345
,,500,0.2084,0.4383,0.115,0.0663,0.1395,0.0366
,,503.125,0.0144,0.3497,0.0671,0.0046,0.1106,0.0212
,,506.25,0.0719,0.273,0.1653,0.0226,0.0858,0.052
,,509.375,0.3209,0.3353,0.1964,0.1003,0.1048,0.0614
,,512.5,0.2467,0.3138,0.0719,0.0766,0.0974,0.0223
,,515.625,0.2706,0.3712,0.1748,0.0835,0.1146,0.054
,,518.75,0.0671,0.2778,0.091,0.0206,0.0852,0.0279
,,521.875,0.297,0.3497,0.0335,0.0906,0.1066,0.0102
,,525,0.2132,0.3569,0.1126,0.0646,0.1082,0.0341
,,528.125,0.0982,0.0766,0.1389,0.0296,0.0231,0.0419
,,531.25,0.1509,0.4527,0.2251,0.0452,0.1356,0.0674
,,534.375,0.0671,0.0575,0.1054,0.02,0.0171,0.0314
,,537.5,0.1868,0.194,0.1964,0.0553,0.0574,0.0582
,,540.625,0.17,0.2587,0.1126,0.05,0.0762,0.0331
,,543.75,0.0695,0.4048,0.1102,0.0203,0.1185,0.0323
,,546.875,0.297,0.3209,0.1964,0.0864,0.0934,0.0572
,,550,0.0479,0.2659,0.182,0.0139,0.0769,0.0527
,,553.125,0.0671,0.3401,0.1485,0.0193,0.0979,0.0427
,,556.25,0.0479,0.364,0.1964,0.0137,0.1041,0.0562
,,559.375,0.1772,0.2635,0.0814,0.0504,0.075,0.0232
,,562.5,0.2156,0.2587,0.0766,0.061,0.0732,0.0217
,,565.625,0.091,0.194,0.0958,0.0256,0.0546,0.027
,,568.75,0.1102,0.0958,0.103,0.0308,0.0268,0.0288
,,571.875,0.0503,0.5245,0.115,0.014,0.146,0.032
,,575,0.1269,0.1629,0.0623,0.0351,0.0451,0.0172
,,578.125,0.2012,0.3257,0.1341,0.0554,0.0897,0.0369
,,581.25,0.1293,0.6778,0.1916,0.0354,0.1856,0.0525
,,584.375,0.1509,0.4551,0.0383,0.0411,0.1239,0.0104
,,587.5,0.1245,0.3161,0.1772,0.0337,0.0856,0.048
,,590.625,0.2611,0.4527,0.0862,0.0704,0.122,0.0232
,,593.75,0.1221,0.1054,0.0527,0.0327,0.0283,0.0141
,,596.875,0.1653,0.1006,0.0599,0.0441,0.0268,0.016
,,600,0.0958,0.0647,0.1221,0.0254,0.0172,0.0324
,,603.125,0.0766,0.2754,0.1796,0.0202,0.0727,0.0474
,,606.25,0.1509,0.2419,0.091,0.0396,0.0635,0.0239
,,609.375,0.2108,0.1892,0.2084,0.0551,0.0494,0.0544
,,612.5,0.0838,0.2156,0.1389,0.0218,0.056,0.0361
,,615.625,0.1245,0.1557,0.1677,0.0322,0.0403,0.0434
,,618.75,0.0862,0.0335,0.115,0.0222,0.0086,0.0296
,,621.875,0.1293,0.1245,0.1677,0.0331,0.0319,0.0429
,,625,0.1198,0.1006,0.2395,0.0305,0.0256,0.061
,,628.125,0.1485,0.1964,0.3425,0.0376,0.0498,0.0868
,,631.25,0.0599,0.0431,0.1413,0.0151,0.0109,0.0356
,,634.375,0.2179,0.0838,0.3449,0.0547,0.021,0.0865
,,637.5,0.1437,0.1126,0.0168,0.0359,0.0281,0.0042
,,640.625,0.1365,0.0503,0.3593,0.0339,0.0125,0.0893
,,643.75,0.2778,0.2515,0.5844,0.0687,0.0622,0.1445
,,646.875,0.3209,0.2084,0.6036,0.079,0.0513,0.1485
,,650,0.0335,0.0168,0.1126,0.0082,0.0041,0.0276
,,653.125,0.2419,0.206,0.4503,0.0589,0.0502,0.1097
,,656.25,0.2419,0.2491,0.364,0.0587,0.0604,0.0883
,,659.375,0.103,0.1245,0.115,0.0249,0.0301,0.0278
,,662.5,0.2946,0.115,0.4263,0.0708,0.0276,0.1024
,,665.625,0.1054,0.0623,0.079,0.0252,0.0149,0.0189
,,668.75,0.0742,0.0192,0.1437,0.0177,0.0046,0.0342
,,671.875,0.1844,0.206,0.3138,0.0437,0.0488,0.0743
,,675,0.1365,0.1724,0.1413,0.0322,0.0406,0.0333
,,678.125,0.0479,0.1772,0.0982,0.0112,0.0416,0.023
,,681.25,0.1245,0.0359,0.1916,0.0291,0.0084,0.0448
,,684.375,0.1748,0.1006,0.1748,0.0407,0.0234,0.0407
,,687.5,0.1748,0.1269,0.1677,0.0405,0.0294,0.0388
,,690.625,0.0814,0.0335,0.1772,0.0188,0.0077,0.0408
,,693.75,0.1198,0.206,0.2515,0.0275,0.0473,0.0577
,,696.875,0.103,0.0766,0.1006,0.0235,0.0175,0.023
,,700,0.1389,0.1198,0.1796,0.0316,0.0272,0.0408
,,703.125,0.2012,0.1581,0.1126,0.0455,0.0358,0.0255
,,706.25,0.0958,0.103,0.1389,0.0216,0.0232,0.0313
,,709.375,0.1293,0.1724,0.1078,0.029,0.0387,0.0242
,,712.5,0.1581,0.1916,0.1796,0.0353,0.0428,0.0401
,,715.625,0.0742,0.0695,0.1437,0.0165,0.0155,0.032
,,718.75,0.1245,0.1317,0.1293,0.0276,0.0292,0.0286
,,721.875,0.3353,0.8359,0.1581,0.0739,0.1843,0.0349
,,725,0.1102,0.2754,0.0287,0.0242,0.0605,0.0063
,,728.125,0.0934,0.1389,0.0359,0.0204,0.0304,0.0078
,,731.25,0.0431,0.1293,0.0551,0.0094,0.0281,0.012
,,734.375,0.0455,0.1509,0.0503,0.0099,0.0327,0.0109
,,737.5,0.0335,0.1653,0.0479,0.0072,0.0357,0.0103
,,740.625,0.091,0.1653,0.0766,0.0196,0.0355,0.0165
,,743.75,0.115,0.1557,0.1677,0.0246,0.0333,0.0359
,,746.875,0.1293,0.0503,0.0695,0.0276,0.0107,0.0148
,,750,0.0742,0.0982,0.1102,0.0157,0.0208,0.0234
,,753.125,0.0072,0.1964,0.0144,0.0015,0.0415,0.003
,,756.25,0.0551,0.1485,0.0359,0.0116,0.0313,0.0076
,,759.375,0.1245,0.1509,0.0742,0.0261,0.0316,0.0156
,,762.5,0.1245,NaN,0.0623,0.026,NaN,0.013
,,765.625,0.0431,NaN,0.0671,0.009,NaN,0.0139
,,768.75,0.0814,NaN,0.0503,0.0169,NaN,0.0104
,,771.875,0.0359,NaN,0.0479,0.0074,NaN,0.0099
,,775,0.0814,NaN,0.079,0.0167,NaN,0.0162
,,778.125,0.206,NaN,0.0719,0.0421,NaN,0.0147
,,781.25,0.0527,NaN,0.1078,0.0107,NaN,0.022
,,784.375,0.1389,NaN,0.0551,0.0282,NaN,0.0112
,,787.5,0.0575,NaN,0.024,0.0116,NaN,0.0049
,,790.625,0.0671,NaN,0.0695,0.0135,NaN,0.014
,,793.75,0.0575,NaN,0.0263,0.0115,NaN,0.0053
,,796.875,0.0335,NaN,0.0982,0.0067,NaN,0.0196
,,800,0.1581,0.1293,0.0934,0.0315,0.0257,0.0186
,,803.125,0.0431,0.115,0.0383,0.0085,0.0228,0.0076
,,806.25,0.0862,0.0383,0.0958,0.017,0.0076,0.0189
,,809.375,0.091,0.1485,0.0383,0.0179,0.0292,0.0075
,,812.5,0.1772,0.1437,0.1341,0.0347,0.0281,0.0263
,,815.625,0.1365,0.0527,0.0479,0.0266,0.0103,0.0093
,,818.75,0.1221,0.1964,0.0359,0.0237,0.0382,0.007
,,821.875,0.0671,0.1245,0.091,0.013,0.0241,0.0176
,,825,0.0886,0.2156,0.0192,0.0171,0.0416,0.0037
,,828.125,0.0503,0.0335,0.0479,0.0097,0.0064,0.0092
,,831.25,0.0599,0.115,0.0455,0.0115,0.022,0.0087
,,834.375,0.024,0.1365,0.0719,0.0046,0.026,0.0137
,,837.5,0.1533,0.1724,0.0431,0.0291,0.0328,0.0082
,,840.625,0.0311,0.1078,0.0838,0.0059,0.0204,0.0159
,,843.75,0.0479,0.0934,0.1221,0.009,0.0176,0.023
,,846.875,0.0886,0.0623,0.0263,0.0167,0.0117,0.0049
,,850,0.1006,0.0575,0.1605,0.0188,0.0108,0.0301
,,853.125,0.0862,0.115,0.0862,0.0161,0.0215,0.0161
,,856.25,0.103,0.1102,0.0479,0.0191,0.0205,0.0089
,,859.375,0.0623,0.1365,0.1365,0.0115,0.0253,0.0253
,,862.5,0.0647,0.2036,0.0359,0.0119,0.0376,0.0066
,,865.625,0.0527,0.0407,0.1006,0.0097,0.0075,0.0185
,,868.75,0.0263,0.2778,0.091,0.0048,0.0509,0.0167
,,871.875,0.0407,0.1102,0.0814,0.0074,0.0201,0.0149
,,875,0.091,0.1724,0.0287,0.0166,0.0314,0.0052
,,878.125,0.0431,0.1437,0.0575,0.0078,0.026,0.0104
,,881.25,0.0144,0.182,0.0503,0.0026,0.0329,0.0091
,,884.375,0.0647,0.1437,0.1269,0.0116,0.0259,0.0228
,,887.5,0.1772,0.0192,0.1413,0.0318,0.0034,0.0253
,,890.625,0.0862,0.0719,0.194,0.0154,0.0128,0.0347
,,893.75,0.091,0.1964,0.1102,0.0162,0.035,0.0196
,,896.875,0.0359,0.103,0.0287,0.0064,0.0183,0.0051
,,900,0.0934,0.1102,0.0479,0.0165,0.0195,0.0085
,,903.125,0.0599,0.1054,0.0551,0.0106,0.0186,0.0097
,,906.25,0.0551,0.2419,0.1174,0.0097,0.0425,0.0206
,,909.375,0.0958,0.0479,0.1102,0.0168,0.0084,0.0193
,,912.5,0.1245,0.182,0.1796,0.0217,0.0317,0.0313
,,915.625,0.0479,0.0551,0.0072,0.0083,0.0096,0.0013
,,918.75,0.0192,0.1581,0.1054,0.0033,0.0274,0.0183
,,921.875,0.0551,0.1389,NaN,0.0095,0.024,NaN
,,925,0.2108,0.2946,NaN,0.0363,0.0507,NaN
,,928.125,0.2467,0.1102,NaN,0.0423,0.0189,NaN
,,931.25,0.0072,0.2587,NaN,0.0012,0.0442,NaN
,,934.375,0.1485,0.1174,NaN,0.0253,0.02,NaN
,,937.5,0.2203,0.3736,NaN,0.0374,0.0634,NaN
,,940.625,0.1581,0.0503,NaN,0.0268,0.0085,NaN
,,943.75,0.206,0.3185,NaN,0.0347,0.0537,NaN
,,946.875,0.2323,0.3281,NaN,0.039,0.0551,NaN
,,950,0.0814,0.2132,NaN,0.0136,0.0357,NaN
,,953.125,0.2012,0.4742,NaN,0.0336,0.0792,NaN
,,956.25,0.0814,0.1102,0,0.0135,0.0183,0
,,959.375,0.0455,0.0862,0.0742,0.0075,0.0143,0.0123
,,962.5,0.1174,0.2084,0.2227,0.0194,0.0345,0.0368
,,965.625,0.0647,0.1653,0.0862,0.0107,0.0272,0.0142
,,968.75,0.1221,0.0934,0.0407,0.0201,0.0153,0.0067
,,971.875,0.1892,0.2347,0.2108,0.031,0.0384,0.0345
,,975,0.2132,0.2419,0.17,0.0348,0.0395,0.0278
,,978.125,0.1964,0.3473,0.1677,0.032,0.0565,0.0273
,,981.25,0.1724,0.1916,0.2203,0.028,0.0311,0.0357
,,984.375,0.1605,0.1557,0.1269,0.0259,0.0252,0.0205
,,987.5,0.0862,0.2203,0.1581,0.0139,0.0355,0.0255
,,990.625,0.0814,0.103,0.115,0.0131,0.0165,0.0185
,,993.75,0.1389,0.1461,0.1772,0.0222,0.0234,0.0284
,,996.875,0.091,0.285,0.0551,0.0145,0.0455,0.0088
,,1000,0.2156,0.4575,0.2443,0.0343,0.0728,0.0389
,,1003.125,0.1748,0.2395,0.3042,0.0277,0.038,0.0483
,,1006.25,0.2012,0.1581,0.1245,0.0318,0.025,0.0197
,,1009.375,0.2108,0.2946,0.1006,0.0332,0.0465,0.0159
,,1012.5,0.1437,0.297,0.1844,0.0226,0.0467,0.029
,,1015.625,0.2108,0.4383,0.0982,0.033,0.0687,0.0154
,,1018.75,0.0886,0.3233,0.0647,0.0138,0.0505,0.0101
,,1021.875,0.3736,0.4096,0.1964,0.0582,0.0638,0.0306
,,1025,0.2179,0.2347,0.1844,0.0338,0.0364,0.0286
,,1028.125,0.1988,0.1844,0.1892,0.0308,0.0285,0.0293
,,1031.25,0.0575,0.091,0.0431,0.0089,0.014,0.0067
,,1034.375,0.3401,0.5796,0.1078,0.0523,0.0892,0.0166
,,1037.5,0.2203,0.3305,0.0575,0.0338,0.0507,0.0088
,,1040.625,0.3353,0.4143,0.1748,0.0513,0.0634,0.0267
,,1043.75,0.2275,0.5293,0.2922,0.0347,0.0807,0.0446
,,1046.875,0.0311,0.297,0.1677,0.0047,0.0452,0.0255
,,1050,0.3976,0.2587,0.4407,0.0603,0.0392,0.0668
,,1053.125,0.2323,0.6083,0.3521,0.0351,0.0919,0.0532
,,1056.25,0.285,0.2563,0.4096,0.0429,0.0386,0.0617
,,1059.375,0.1964,0.1509,0.115,0.0295,0.0227,0.0173
,,1062.5,0.2132,0.3377,0.0814,0.0319,0.0506,0.0122
,,1065.625,0.2227,0.2443,0.1221,0.0333,0.0365,0.0182
,,1068.75,0.2156,0.2754,0.115,0.0321,0.041,0.0171
,,1071.875,0.0335,0.1557,0.1078,0.005,0.0231,0.016
,,1075,0.7544,0.4575,0.6419,0.1117,0.0677,0.095
,,1078.125,0.9245,0.6299,0.7497,0.1365,0.093,0.1107
,,1081.25,0.2587,0.1485,0.1269,0.0381,0.0219,0.0187
,,1084.375,0.273,0.3736,0.1581,0.0401,0.0548,0.0232
,,1087.5,0.3329,0.4263,0.4838,0.0487,0.0624,0.0708
,,1090.625,0.1868,0.3209,0.3066,0.0273,0.0468,0.0447
,,1093.75,0.024,0.0958,0.091,0.0035,0.0139,0.0132
,,1096.875,0.0263,0.1557,0.2036,0.0038,0.0226,0.0295
,,1100,0.182,0.4503,0.1269,0.0263,0.0652,0.0184
,,1103.125,0.2227,0.4742,0.206,0.0321,0.0684,0.0297
,,1106.25,0.0719,0.1533,0.1677,0.0103,0.0221,0.0241
,,1109.375,0.0958,0.1772,0.1054,0.0137,0.0254,0.0151
,,1112.5,0.1341,0.1341,0.1198,0.0192,0.0192,0.0171
,,1115.625,0.1078,0.2179,0.1509,0.0154,0.0311,0.0215
,,1118.75,0.0814,0.0814,0.2203,0.0116,0.0116,0.0313
,,1121.875,0.0623,0.1006,0.0623,0.0088,0.0143,0.0088
,,1125,0.2778,0.3497,0.0551,0.0393,0.0495,0.0078
,,1128.125,0.079,0.1557,0.1102,0.0111,0.022,0.0155
,,1131.25,0.0934,0.0742,0.0144,0.0131,0.0104,0.002
,,1134.375,0.1221,0.2635,0.091,0.0171,0.037,0.0128
,,1137.5,0.1078,0.2084,0.0263,0.0151,0.0292,0.0037
,,1140.625,0.1724,0.1796,0.115,0.0241,0.0251,0.016
,,1143.75,0.0431,0.0814,0.0407,0.006,0.0113,0.0057
,,1146.875,0.0814,0.1174,0.0766,0.0113,0.0163,0.0106
,,1150,0.182,0.2682,0.0479,0.0252,0.0371,0.0066
,,1153.125,0.1389,0.3161,0.0383,0.0192,0.0436,0.0053
,,1156.25,0.0359,0.1341,0.0359,0.0049,0.0185,0.0049
,,1159.375,0.0527,0.0766,0.0359,0.0072,0.0105,0.0049
,,1162.5,0.0359,0.0814,0.0335,0.0049,0.0111,0.0046
,,1165.625,0.0575,0.2467,0.1724,0.0079,0.0337,0.0235
,,1168.75,0.0695,0.0551,0.0287,0.0095,0.0075,0.0039
,,1171.875,0.1724,0.2347,0.0862,0.0234,0.0319,0.0117
,,1175,0.1485,0.1509,0.0575,0.0201,0.0204,0.0078
,,1178.125,0,0.0623,0,0,0.0084,0
,,1181.25,0.0431,0.1605,0.012,0.0058,0.0216,0.0016
,,1184.375,0.0431,0.1581,0.0144,0.0058,0.0212,0.0019
,,1187.5,0.0431,0.115,0.0407,0.0058,0.0154,0.0055
,,1190.625,0.0575,0.1389,0.0647,0.0077,0.0186,0.0086
,,1193.75,0.0359,0.1317,0.0527,0.0048,0.0176,0.007
,,1196.875,0.0263,0.0742,0.0766,0.0035,0.0099,0.0102
,,1200,0.0623,0.1198,0.0048,0.0083,0.0159,0.0006
,,1203.125,0.0287,0.0431,0.1533,0.0038,0.0057,0.0203
,,1206.25,0.0503,0.1006,0.0527,0.0066,0.0133,0.007
,,1209.375,0.1054,0.1389,0.0144,0.0139,0.0183,0.0019
,,1212.5,0.0766,0.1772,0.0311,0.0101,0.0233,0.0041
,,1215.625,0.0144,0.024,0.0479,0.0019,0.0031,0.0063
,,1218.75,0.0671,0.1533,0.0719,0.0088,0.02,0.0094
,,1221.875,0.0623,0.0838,0.0742,0.0081,0.0109,0.0097
,,1225,0.0527,0.1126,0.0886,0.0068,0.0146,0.0115
,,1228.125,0.0695,0.0479,0.0311,0.009,0.0062,0.004
,,1231.25,0.0814,0.0623,0.0958,0.0105,0.0081,0.0124
,,1234.375,0.0766,0.0599,0.0623,0.0099,0.0077,0.008
,,1237.5,0.0431,0.0311,0.0359,0.0055,0.004,0.0046
,,1240.625,0.0695,0.1174,0.0263,0.0089,0.0151,0.0034
,,1243.75,0.0287,0.0575,0.0599,0.0037,0.0074,0.0077
,,1246.875,0.0527,0.1198,0.0599,0.0067,0.0153,0.0076
,,1250,0.0383,0.0599,0.0263,0.0049,0.0076,0.0033
,,1253.125,0.0719,0.0742,0.0695,0.0091,0.0094,0.0088
,,1256.25,0.0575,0.0263,0.0766,0.0073,0.0033,0.0097
,,1259.375,0.0862,0.1437,0.0575,0.0109,0.0182,0.0073
,,1262.5,0.0886,0.079,0.1078,0.0112,0.01,0.0136
,,1265.625,0.1293,0.1724,0.1198,0.0163,0.0217,0.0151
,,1268.75,0.1174,0.1102,0.1006,0.0147,0.0138,0.0126
,,1271.875,0.0431,0.0742,0.0216,0.0054,0.0093,0.0027
,,1275,0.0287,0.0168,0.0287,0.0036,0.0021,0.0036
,,1278.125,0.0742,0.0431,0.0599,0.0092,0.0054,0.0075
,,1281.25,0.024,0.0048,0.0287,0.003,0.0006,0.0036
,,1284.375,0.0575,0.024,0.0287,0.0071,0.003,0.0036
,,1287.5,0.0479,0.0503,0.0192,0.0059,0.0062,0.0024
,,1290.625,0.0719,0.0838,0.1174,0.0089,0.0103,0.0145
,,1293.75,0.0479,0.0719,0.079,0.0059,0.0088,0.0097
,,1296.875,0.0958,0.0216,0.091,0.0118,0.0027,0.0112
,,1300,0.0144,0.0623,0.0383,0.0018,0.0076,0.0047
,,1303.125,0.1437,0.115,0.1964,0.0176,0.014,0.024
,,1306.25,0.0599,0.103,0.0575,0.0073,0.0125,0.007
,,1309.375,0.0144,0.0934,0.0407,0.0018,0.0114,0.0049
,,1312.5,0.0168,0.0647,0.0287,0.002,0.0078,0.0035
,,1315.625,0.0742,0.024,0.0527,0.009,0.0029,0.0064
,,1318.75,0.1605,0.0719,0.1557,0.0194,0.0087,0.0188
,,1321.875,0.0575,0.0383,0.0766,0.0069,0.0046,0.0092
,,1325,0,0.0623,0.0742,0,0.0075,0.0089
,,1328.125,0.0647,0.0766,0.0814,0.0078,0.0092,0.0098
,,1331.25,0.1724,0.0383,0.1677,0.0206,0.0046,0.02
,,1334.375,0.091,0.0695,0.0383,0.0109,0.0083,0.0046
,,1337.5,0.1054,0.0814,0.1198,0.0125,0.0097,0.0143
,,1340.625,0.1557,0.0335,0.1724,0.0185,0.004,0.0205
,,1343.75,0.2659,0.0623,0.1916,0.0315,0.0074,0.0227
,,1346.875,0.115,0.0192,0.1102,0.0136,0.0023,0.013
